museum,title,raw_text,year,period,url,text_to_analyze,category
Pushkin Museum,Опыты диалога,Опыты диалога 07 апреля – 20 июня 2023,2023,post_2022,https://pushkinmuseum.art/events/archive/2023/exhibitions/dialog/index.php?lang=ru,"Отдел кино- и медиаискусства Государственного музея изобразительных искусств имени А.С. Пушкина и Северо-Кавказский филиал ГМИИ им. А.С. Пушкина представляют выставку «Опыты диалога» , которая покажет работы из коллекции искусства новых медиа Пушкинского музея и произведения авторов из Северной Осетии и Дагестана. В основе проекта лежит идея об изменении коммуникативных возможностей человека в современном мире: в условиях информационной перенасыщенности потенциал диалога снижается, человек теряет способность распознавать многообразие оттенков в жестах, словах и взглядах собеседника. Выставка предлагает отправиться в путешествие сквозь знаки и смыслы, из которых складывается человеческая коммуникация. Произведения, представленные в экспозиции, дают зрителю возможность сделать своеобразную перезагрузку своих коммуникативных навыков и выстроить новую знаковую систему. Подробнее о выставке Первая работа, встречающая зрителя в экспозиции, — объект Тимура Мусаева-Кагана в виде светящейся буквы осетинского алфавита «Ӕ». С одной стороны, она становится маяком, обозначающим вход и выхо",национальное российское искусство
Pushkin Museum,Нина Дорлиак. Песнь Сольвейг,Нина Дорлиак. Песнь Сольвейг 22 марта – 20 июня 2023,2023,post_2022,https://pushkinmuseum.art/events/archive/2023/exhibitions/dorliak/index.php?lang=ru,"Пушкинский музей представляет выставку, приуроченную ко дню рождения Святослава Рихтера и посвященную одной из лучших камерных певиц, партнеру Святослава Теофиловича на сцене и в жизни – Нине Дорлиак. На выставке будут показаны предметы из фондов ГМИИ им. А.С. Пушкина и Российского национального музея музыки: портреты певицы, редкие фотографии, мемориальные предметы, нотные издания, программы концертов, а также первые записи концертов, сделанные в конце 1940-х и в начале 1950-х, в период наивысшего расцвета семейного дуэта. Подробнее о выставке Нина Дорлиак родилась в дворянской семье с немецкими, французскими и английскими корнями, свободно владела четырьмя языками. Закончила немецкую гимназию Петришуле и поступила в Санкт-Петербургскую консерваторию в класс своей матери Ксении Николаевны Дорлиак, известной оперной певицы, фрейлины двора вдовствующей императрицы Марии Федоровны. В конце 1920-х семья перебралась в Москву, Нина Львовна продолжила обучение в Московской консерватор",национальное российское искусство
Pushkin Museum,Мои полторы комнаты,Мои полторы комнаты 21 марта – 02 апреля 2023,2023,post_2022,https://pushkinmuseum.art/events/archive/2023/exhibitions/cabinet/index.php?lang=ru,"Инсталляция, созданная архитектором Александром Бродским, рассказывает о преемственности в истории музея через историю его директоров. Она объединяет кабинеты Ирины Александровны Антоновой и Марины Девовны Лошак в одно пространство – полторы комнаты, ассоциативно отсылающее к широко известному эссе И.А. Бродского. Дверь, разделявшая кабинеты, снята, а все современные элементы убраны. Осталась только историческая мебель, главные предметы которой – столы М.Д. Лошак и И.А. Антоновой. Они расположены друг напротив друга через открытый дверной проем, символизируя два периода в развитии музея — годы, прошедшие под руководством И.А. Антоновой и последнее десятилетие, в течение которого музей возглавляет М.Д. Лошак. К дверному проему ведет специально созданная конструкция из стекла, в которой помещены книги отзывов со знаковых выставок разных лет, ставших вехами в развитии отечественной художественной культуры и музейного дела, открывших новые горизонты мирового искусства гражданам нашей страны. О каждой выставке можно узнать на экскурсиях, которые проходят ежедн",национальное российское искусство
Pushkin Museum,Презентация проекта «Шлиман. Троя рядом»,Презентация проекта «Шлиман. Троя рядом» 31 января 2023,2023,post_2022,https://pushkinmuseum.art/youth/troyaryadom_.php?lang=ru,"Нажимая кнопку «СОГЛАСЕН», Вы подтверждаете, что проинформированы об использовании cookies на нашем сайте. Вы можете запретить сохранение cookies в настройках браузера. Согласен Билеты и льготы Посетителям с инвалидностью Акция «Музейная неделя» для участников СВО и членов их семей Противодействие коррупции Открытые данные Контакты Музей в соцсетях OK VKontakte TripAdviser Telegram Яндекс Цзен RuTube Max Подписка на новости Я согласен(на) с условиями информационной рассылки Я согласен(на) с Политикой конфиденциальности и обработки персональных данных Напишите нам Оценка качества услуг © Государственный музей изобразительных искусств имени А.С. Пушкина Использование материалов и изображений Старая версия сайта arts-museum.ru",восточное искусство
Pushkin Museum,После импрессионизма. Русская живопись в диалоге с новым западным искусством,После импрессионизма. Русская живопись в диалоге с новым западным искусством 18 АПР - 24 СЕН 2023,2023,post_2022,https://pushkinmuseum.art/events/archive/2023/exhibitions/after_impressionism/index.php?lang=ru,"Условия покупки билетов и экскурсионных путевок Пушкинский музей представляет масштабный проект, занимающий все три этажа Галереи искусства стран Европы и Америки XIX–XX веков и демонстрирующий разнообразие и многогранность художественной жизни Европы и России во второй половине XIX – начале XX столетия. В экспозиции будут представлены работы Клода Моне, Огюста Ренуара, Поля Гогена, Винсента ван Гога, Анри Матисса, Пабло Пикассо, а также русских художников Ильи Репина, Валентина Серова, Михаила Ларионова, Наталии Гончаровой, Казимира Малевича и других. Подробнее о выставке Цель выставки — переосмыслить сложную эпоху поиска новых художественных языков в отечественном и западном искусстве на рубеже XIX–XX веков. В центре внимания — импрессионизм, а также художественные поиски Сезанна, ван Гога и Гогена. В то же время, важные акценты сделаны на явлениях, до сих пор находящихся на периферии сложившейся истор",западное искусство
Pushkin Museum,Золото сарматских вождей,Золото сарматских вождей 25 АПР - 8 ОКТ 2023,2023,post_2022,https://pushkinmuseum.art/events/archive/2023/exhibitions/sarmatians/index.php?lang=ru,"ГМИИ им. А.С. Пушкина представляет выставку «Золото сарматских вождей», на которой впервые вместе будут представлены уникальные памятники Филипповских курганов – наследия кочевников-сарматов из фондов Уфимского федерального исследовательского центра Российской Академии наук и Оренбургского губернаторского историко-краеведческого музея. Эти произведения были обнаружены в результате археологических раскопок, проведенных в 1986–1990 годах экспедицией Башкирского филиала Академии наук СССР под руководством А.Х. Пшеничнюка, а также в 2004–2009 и 2013–2014 годах Приуральской археологической экспедицией Института археологии РАН под руководством Л.Т. Яблонского при содействии Оренбургского губернаторского историко-краеведческого музея. Подробнее о выставке В эпоху раннего железа, в I тысячелетии до н.э. значительно увеличилась мобильность людей. Регион Южного Приуралья от 2500 до 1600 лет назад населяли сарматы, как условно их называют ученые. Они были классическими кочевниками и",национальное российское искусство
Pushkin Museum,Названо Вазари. Возрождение. Искусство эпохи Ренессанса и его последователи разных времен,Названо Вазари. Возрождение. Искусство эпохи Ренессанса и его последователи разных времен 21 декабря 2022 – 09 апреля 2023,2023,post_2022,https://pushkinmuseum.art/events/archive/2022/others/vasari/index.php?lang=ru,"В Волго-Вятском филиале Государственного музея изобразительных искусств имени А.С. Пушкина (Нижний Новгород – Арсенал) открывается выставка, посвященная эпохе Возрождения и ее интерпретациям в искусстве последующих эпох – от XIX века до сегодняшнего дня. Трехчастный выставочный проект «Названо Вазари» объединяет экспонаты из коллекций Пушкинского музея и произведения современного искусства. Проект отсылает к имени Джорджо Вазари – итальянского художника, архитектора, историка искусства, впервые предложившего деление истории искусства на три больших периода. Им и посвящены три части проекта: «Готика» (состоялась зимой 2021–2022 годов), открывающееся сейчас «Возрождение» и «Маньеризм» (запланирован на осень 2023 – зиму 2024 года). Подробнее о выставке Вторая часть выставочной трилогии – «Возрождение» – о классических принципах, которые эта эпоха подарила мировой культуре и искусству. Эпоха Ренессанса – время, заложившее основы современного мира. «Возрождая» античность и каноны классической культуры, итальянские гуманисты",западное искусство
Pushkin Museum,Папирус «Путешествие Унамона в Библ». К 200-летию дешифровки древнеегипетских иероглифов,Папирус «Путешествие Унамона в Библ». К 200-летию дешифровки древнеегипетских иероглифов 20 декабря 2022 – 05 февраля 2023,2023,post_2022,https://pushkinmuseum.art/events/archive/2022/exhibitions/egypt/index.php?lang=ru,"Белый пол Отдельные цены на билеты Правила посещения ГМИИ им. А.С. Пушкина представляет выставку, отмечающую 200-летие дешифровки древнеегипетских иероглифов. Временем рождения египтологии считается 1822 год. Именно тогда французский ученый Жан-Франсуа Шампольон (1790–1832) выступил в Академии надписей и изящной словесности в Париже с докладом, в котором представил результат своей работы – ключ к дешифровке письменности Древнего Египта. К юбилею этого события приурочена выставка одного из важнейших памятников из собрания древнеегипетских рукописей ГМИИ им. А.С. Пушкина – папируса с литературным текстом «Путешествие Унамона в Библ». Подробнее о выставке Пушкинский музей обладает первоклассной коллекцией древнеегипетских памятников письменности, которая насчитывает более 1000 предметов. Почти все они происходят из собрания выдающегося русского востоковеда, первого отечественного египтолога Владимира Семёновича Голенищева (1856–1947). Это папирусы, пергамены, остраконы, созданные в Египте с II тысячелетия до н.э. по",восточное искусство
Pushkin Museum,Святослав Рихтер. Театральный роман,Святослав Рихтер. Театральный роман 28 октября 2022 – 12 февраля 2023,2023,post_2022,https://pushkinmuseum.art/events/archive/2022/exhibitions/richter/index.php?lang=ru,"Святослав Рихтер с детства любил театр и всю жизнь был ярким примером homo ludens – «человека играющего». Это проявлялось не только в игре на рояле, но прежде всего в атмосфере «театральности», которой была пронизана повседневная жизнь артиста. Он признавался: «Театр – мое первое увлечение. Настоящее». Приобщение к миру театра началось с домашних спектаклей в Житомире и Одессе, затем последовал «культурный шок» от посещения оперы, а в 1924 году воображение мальчика поразил искрометный «Ревизор», показанный в Одессе молодыми артистами Малого театра. После этого Рихтер написал собственную пьесу «Дора», поставленную юным автором, членами его семьи и друзьями дома в 1925 году. Так начинался «театральный роман» будущего пианиста, длившийся всю жизнь. Подробнее о выставке На выставке представлены экспонаты, связанные с легендарными спектаклями великих режиссеров (Константина Станиславского, Владимира Немировича-Данченко, Всеволода Мейерхольда, Александра Таирова, Юрия Зава",восточное искусство
Pushkin Museum,Кабинет редкостей,Кабинет редкостей 27 сентября 2022 – 29 января 2023,2023,post_2022,https://pushkinmuseum.art/events/archive/2022/exhibitions/curiosities_2/index.php?lang=ru,"Выставка «Кабинет редкостей» обновила свой состав, сохранив прежние формат и миссию – познакомить посетителей музея с интересными редко экспонируемыми произведениями из фондовых хранилищ. Название выставки отсылает к Кабинету изящных искусств и классических древностей Московского университета, созданному в 1850-х годах и ставшему одним из предшественников ГМИИ им. А.С. Пушкина. В обновленной экспозиции на смену древней скульптуре Индии и Мьянмы пришли произведения западноевропейского искусства – работы XV–XVIII веков из Германии и Нидерландов. Впервые после комплексной реставрации зрителям демонстрируются алебастровый рельеф «Рождество Христово» и полихромная деревянная скульптура, изображающая Архангела Михаила. Восточный раздел выставки представлен китайским ритуальным колоколом бо VI–III веков до н. э. и выразительной статуей Шань Цзая XVI века н. э. Также в экспозицию вошла уникальная керамическая солонка, выполненная во Франции в середине XVI столетия при дворе Генриха II. Этот предмет – самый крошечный на выставке. Выставка проходит при поддержке",западное искусство
Pushkin Museum,Ответвление,Ответвление 23 ДЕК 2022 - 19 МАР 2023,2023,post_2022,https://pushkinmuseum.art/events/archive/2022/exhibitions/wood/index.php?lang=ru,"Условия покупки билетов и экскурсионных путевок ГМИИ им. А.С. Пушкина представляет выставку «Ответвление». Проект посвящен органическим формам дерева, которые стали источником вдохновения для целого ряда мастеров ХХ столетия. Среди них — Михаил Матюшин, Степан Эрьзя, Сергей Конёнков, Александр Тышлер, Орест Верейский и другие. Выставка включает в себя работы из собраний ГМИИ им. А.С. Пушкина, Государственной Третьяковской галереи, Музея органической культуры (г. Коломна), Мордовского республиканского музея изобразительных искусств имени С.Д. Эрьзи, а также произведения из частных коллекций. Подробнее о выставке Художники, работы которых можно увидеть в экспозиции, были увлечены работой с деревом, при этом органическое начало в их композициях оставалось доминирующим, а природные формы дерева — практически нетронутыми. Одним из первых в России мастеров, которые стали последовательно сохранять естественную форму и структуру древесной органики, был теоретик искусства Михаил Матюшин. Именно его",национальное российское искусство
Pushkin Museum,Котел алхимика. Осязательный взгляд и незрительное восприятие. Часть I,Котел алхимика. Осязательный взгляд и незрительное восприятие. Часть I 30 августа – 20 ноября 2022,2022,transition_2022,https://pushkinmuseum.art/events/archive/2022/exhibitions/alchemist/index.php?lang=ru,"Условия покупки билетов и экскурсионных путевок 30 августа в Галерее искусства стран Европы и Америки XIX–XX веков ГМИИ им. А.С. Пушкина откроется первая часть выставки «Котел алхимика. Осязательный взгляд и незрительное восприятие». Экспозиция, посвященная теме слепоты и методу редукции зрения в искусстве, включает работы Альбрехта Альтдорфера, Немесио Антунеса, Ханса Арпа, Цукиоки Ёситоси, Джованни Бенедетто Кастильоне, Клода Лоррена, Александры Лукашевкер, Михаила Матюшина, Нисимуры Ёхэя, Пабло Пикассо, Рембрандта Харменса ван Рейна, Ханса Хартунга, Бартоломеуса Холла, Гюнтера Юккера и других авторов. На выставке можно будет увидеть произведения живописи, графики, скульптуры и мелкой пластики, керамические объекты и кабинетные витражи из коллекции ГМИИ им. А.С. Пушкина, а также из российских и зарубежных частных собраний. Многие из отобранных кураторами памятников редко покидают хранение, а некоторые из них будут показаны публике впервые. Подробнее о выставке Проект",западное искусство
Pushkin Museum,Всеобщий язык,Всеобщий язык 16 ДЕК 2022 - 19 МАР 2023,2023,post_2022,https://pushkinmuseum.art/events/archive/2022/exhibitions/babylon/index.php?lang=ru,"Условия покупки билетов и экскурсионных путевок Государственный музей изобразительных искусств имени А.С. Пушкина представляет выставку «Всеобщий язык». Проект исследует многообразные формы человеческого общения, попытки обретения общего языка через мудрость вероучений, географические открытия, повседневные ритуалы и непрекращающийся обмен информацией. Богатство многоязычия показано с помощью произведений искусства, а также книг, рукописей и других раритетов, отражающих историю человеческой коммуникации, которая во все времена подвергается испытаниям на прочность. Подробнее о выставке Как в разные эпохи люди общались друг с другом? Как разрешали свои повседневные проблемы и прекращали распри, заключали официальные соглашения и обменивались приветствиями, поздравлениями и пожеланиями? Экспонаты из отечественных музеев и научных центров делают возможным воображаемое путешествие по странам и эпохам. В семи разделах выставки будут представлены произведения изобразительного и декоративно-прикладного искусства",национальное российское искусство
Pushkin Museum,Брат Иван. Коллекции Михаила и Ивана Морозовых,Брат Иван. Коллекции Михаила и Ивана Морозовых 28 июня – 30 октября 2022,2022,transition_2022,https://pushkinmuseum.art/events/archive/2022/exhibitions/morozov/index.php?lang=ru,"Виртуальный тур по выставке Спецпроект The Blueprint: видеоэкскурсия по выставке с Аленой Долецкой Сайт-посвящение братьям Морозовым «Брат Иван. Коллекции Михаила и Ивана Морозовых» – главный проект Пушкинского музея 2022 года, продолжающий рассказ о великих династиях московских коллекционеров, начатый выставкой «Щукин. Биография коллекции» в 2019 году. Наиболее полная и масштабная реконструкция прославленных собраний объединит шедевры из разных музеев. В экспозицию войдут произведения, принадлежавшие Ивану и Михаилу Морозовым: 67 работ из Эрмитажа, 63 – из Третьяковской галереи и 103 – из ГМИИ им. А.С. Пушкина. На выставке будут представлены работы М. Дени, А. Сислея, К. Писсарро, П. О. Ренуара, К. Моне, П. Синьяка, А. Майоля, П. Гогена, А. Матисса, П. Пикассо, В. Васнецова, К. Коровина, И. Левитана, М. Шагала, Б. Кустодиева, В. Серова, С. Виноградова, В. Сурикова и других художников. Подробнее о выставке Выставка расскажет о двух представителях обширного предпринимательского клана Морозов",национальное российское искусство
Pushkin Museum,Кабинет редкостей,Кабинет редкостей 01 июня – 25 сентября 2022,2022,transition_2022,https://pushkinmuseum.art/events/archive/2022/exhibitions/curiosities/index.php?lang=ru,"Пушкинский музей представляет выставку редко экспонируемых произведений скульптуры и декоративно-прикладного искусства из фондовых хранилищ. Название выставки отсылает к Кабинету изящных искусств и классических древностей Московского университета, созданному в 1850-х годах и ставшему одним из предшественников ГМИИ им. А.С. Пушкина. Собрание Кабинета, включавшее в себя слепки с античной скульптуры, древние вазы и монеты, было основано на принципах научной систематики, но само название «кабинет» связано с предшествующей, «домузейной», эрой коллекционирования. Подробнее о выставке Сформировавшись окончательно в эпоху Возрождения, «кабинеты» ученых, представителей знати и ценителей искусства прошлых времен представляли собой собрания разнообразных редких и ценных предметов. Такие коллекции включали в себя не только предметы, созданные человеком, но и ископаемые окаменелости – все, что могло быть интересно как для ученых, так и для знатоков. На этой основе и возник современный муз",национальное российское искусство
Pushkin Museum,Иван Цветаев и его Музей. К 175-летию основателя Музея изящных искусств Ивана Владимировича Цветаева (1847 – 1913) и 110-летию открытия музея,Иван Цветаев и его Музей. К 175-летию основателя Музея изящных искусств Ивана Владимировича Цветаева (1847 – 1913) и 110-летию открытия музея 31 мая – 30 июля 2022,2022,transition_2022,https://pushkinmuseum.art/events/archive/2022/exhibitions/tsvetaev/index.php?lang=ru,"К 110-летию со дня открытия Музея изящных искусств имени императора Александра III при Московском университете – ныне Государственный музей изобразительных искусств имени А.С. Пушкина, и 175-летию со дня рождения основателя музея, профессора Ивана Владимировича Цветаева (1847–1913) подготовлена небольшая выставка, предлагаемая вниманию зрителей. Экспозиция устроена в кабинете, который занимали многие директора музея, но Цветаев, первый его директор, в этом кабинете, насколько известно, не работал. Небольшая экспозиция показывает разные периоды жизни Цветаева от занятий в молодые годы древнеиталийскими диалектами и до работы хранителем Отделения изящных искусств Румянцевского музея в Москве и создания Музея изящных искусств при Московском университете, где Цветаев с 1889 года заведовал кафедрой теории и истории искусства. Тема создания музея продолжается и в слайд-шоу, которое демонстрируется в",национальное российское искусство
Pushkin Museum,Между землей и небом,Между землей и небом 26 апреля – 07 августа 2022,2022,transition_2022,https://pushkinmuseum.art/events/archive/2022/exhibitions/between/index.php?lang=ru,"ГМИИ им. А.С. Пушкина представляет выставку «Между землей и небом», на которой будут экспонироваться произведения из его собрания и коллекции Галины Маневич. В залах Галереи искусства стран Европы и Америки XIX–XX веков можно будет увидеть офорты Рембрандта Харменса ван Рейна и Франсиско Гойи, работы Василия Чекрыгина и Эдуарда Штейнберга. Выставка состоит из четырех разделов, объединенных темой размышления человека о вечных противоречиях нашего мира. В разные эпохи художники осмысляли проблему конечности бытия и стремления к обретению вечности, воплощали в своем творчестве темы падения и искупления, отчаяния и надежды. Проект приурочен к 85-летию со дня рождения Эдуарда Штейнберга. Подробнее о выставке Выставку открывает серия из 18 офортов Франсиско Гойи (1746–1828) «Диспаратес» («Нелепицы»), созданных в поздний период жизни художника. В работах ощутимы потеря веры в разумность бытия и трагическая растерянность, но в то же время чувствуется противостояние темным и иррационал",западное искусство
Pushkin Museum,Мумии Древнего Египта. Искусство бессмертия,Мумии Древнего Египта. Искусство бессмертия 01 марта – 31 мая 2022,2022,transition_2022,https://pushkinmuseum.art/events/archive/2022/exhibitions/mummies/index.php?lang=ru,"Виртуальный тур по выставке Специальный сайт выставки Впервые в ГМИИ им. А.С. Пушкина пройдет полномасштабная выставка, посвященная мумиям Древнего Египта. Посетители смогут увидеть более 400 экспонатов, большая часть которых до этого была доступна только специалистам. Выставка стала итогом совместного исследовательского проекта ГМИИ им. А.С. Пушкина и НИЦ «Курчатовский институт» и, с одной стороны, показывает результаты обширной научной работы, а с другой предлагает зрителям поразмышлять на тему бессмертия, опираясь на представления древних египтян о загробной жизни. Подробнее о выставке В мировоззрении древних египтян центральное место занимала вера в посмертное бытие, в вечное существование за гробом. Для его достижения требовалось точное исполнение многочисленных ритуалов, правильное сохранение останков и погребение, соответствующее религиозному закону и традиции. Выставка расскажет современному зрителю как древние жители долины Нила представляли себе Вечное бытие и стремились к его достижению, об их верованиях и практ",восточное искусство
Pushkin Museum,Ирина Затуловская. Бегство в Египет,Ирина Затуловская. Бегство в Египет 01 марта – 31 мая 2022,2022,transition_2022,https://pushkinmuseum.art/events/archive/2022/exhibitions/zatulovskaya/index.php?lang=ru,"Условия покупки билетов В ГМИИ им. А.С. Пушкина открывается выставка современной российской художницы Ирины Затуловской. Проект продолжает традицию экспозиций-диалогов современного художника с искусством прошлого и поддерживает тему перекрестного года гуманитарного сотрудничества между Россией и Египтом, стартовавшего в июне 2021 года. Много лет вдохновляясь искусством Древнего Египта, в этом выставочном проекте художница выстраивает свою картину мира, в которой произведения древнеегипетских мастеров из коллекции музея и ее собственные работы вступают во взаимодействие по форме, по подобию, по смыслу. Подробнее о выставке В проекте представлены как работы Ирины Затуловской, так и произведения из египетской коллекции музея – фигурки ушебти (ритуальные статуэтки, которые помещали в гробницу при захоронении), ящички для ушебти, каменный жертвенник, фрагменты масок от саркофагов, фрагменты сосудов и тканей – все они включены художницей в систему ассоциативных связей. Метафора в названии выставки – «Бегство в Египет» – запечатлела желание худож",восточное искусство
Pushkin Museum,Выставка «Случайная последовательность. Выпуск 1. Выставка художников анимации Урала»,Выставка «Случайная последовательность. Выпуск 1. Выставка художников анимации Урала» 25 декабря 2021 – 30 января 2022,2022,transition_2022,https://pushkinmuseum.art/museum/branches/ekb/events/vistavka_sluchaynaya_posledovatelnost._vipusk_1._vistavka_hudozhnikov_animacii_urala/index.php?lang=ru,"Уральский филиал Государственного музея изобразительных искусств имени А.С. Пушкина представляет выставку «Случайная последовательность. Выпуск 1. Выставка художников анимации Урала». Выставка представляет собой работы десяти екатеринбургских художников. Авторы и участники выставки – выпускники УрГАХУ (Уральского государственного архитектурно-художественного университета) кафедры Графики и Анимации и последователи Уральской школы анимации. В своих работах они используют различные анимационные техники: рисованная, перекладка, объемная и 3D анимация. Это первая выставка мультипликаторов Урала из цикла ежегодных, сама уральская анимация существует уже давно и появилась еще в 80-е годы в Свердловской киностудии. С тех пор уральская школа выпустила десятки художников и режиссёров, и с каждым годом представителей этого направления становится всё больше. Важной особенностью проекта является и своеобразие отдельно взятых работ. Так, каждый участник выставки самостоятельно выбирал, какими средствами он познакомит зрителя со своим творчеством: фотография, графика, материалы к фильмам, наброски и эскизы. Благодаря этому экспозиция представляет широкий диапазон возможностей современной анимации и знакомит зрителя с несколькими техниками исполнения. В рамках событийной программы выставки также пройдут показы фильмов и цикл встреч с авторами. Организатор : Уральский филиал ГМИИ им. А.С. Пушкина Кураторская группа : студия «Светлые истории»: Макс Куликов, Иван Вторых Участники выставки : Вадим Бадьянов, Макс Куликов, Анастасия Мелихова, Павел Никифоров, Павел Погудин, Вера Позднеева, Юрий Томилов, Алёна Томилова, Полина Федорова, Евгения Хазиханова. Выставка проходит в рамках лаборатории молодого художника, совместно с АНО «Стандарт 2.0» и при поддержке Президентского фонда культурных инициатив. Выставка 25 дек 2021 - 30 янв 2022 Екатеринбург Уральский филиал Государственного музея изобразительных искусств имени А.С. Пушкина, ул. Добролюбова, 19А, выставочный зал 2-го этажа Правила посещения 6+ Нажимая кнопку «СОГЛАСЕН», Вы подтверждаете, что проинформированы об использовании cookies на нашем сайте. Вы можете запретить сохранение cookies в настройках браузера. Согласен Билеты и льготы Посетителям с инвалидностью Акция «Музейная неделя» для участников СВО и членов их семей Противодействие коррупции Открытые данные Контакты Музей в соцсетях OK VKontakte TripAdviser Telegram Яндекс Цзен RuTube Max Подписка на новости Я согласен(на) с условиями информационной рассылки Я согласен(на) с Политикой конфиденциальности и обработки персональных данных Напишите нам Оценка качества услуг © Государственный музей изобразительных искусств имени А.С. Пушкина Использование материалов и изображений Старая версия сайта arts-museum.ru",национальное российское искусство
