museum,title,date_range,year,period,url,text_to_analyze,category
Tretyakov Gallery,Дивный сюрприз,13 мая 2023 — 17 сентября 2023,2023,post_2022,https://www.tretyakovgallery.ru/exhibitions/o/divnyy-syurpriz/,"The exhibition ""Divny Surpriz"" at the Viktor Vasnetsov Museum features two rare artworks: a embroidered icon of Saint Princess Eudokia created by Elena Prakhova in 1894-1897, and Vasnetsov's original design for the Vladimir Cathedral in Kiev.",национальное российское искусство
Tretyakov Gallery,Николай Вечтомов. К 100-летию художника,11 апреля 2023 — 21 августа 2023,2023,post_2022,https://www.tretyakovgallery.ru/exhibitions/o/nikolay-vechtomov-k-100-letiyu-khudozhnika/,"В выставке представлены работы Николая Вечтомова, яркого представителя ""Лианозовской группы"", известного своей биоморфной сюрреалистической живописью. Выставка посвящена 100-летию со дня рождения художника и является отражением его новаторских устремлений в отображении мира по-другому, уловить то, что не лежит на поверхности.",национальное российское искусство
Tretyakov Gallery,Жизнь и чудо. Иконы XIV–XIX веков из частного собрания,28 апреля 2023 — 13 августа 2023,2023,post_2022,https://www.tretyakovgallery.ru/exhibitions/o/zhizn-i-chudo-ikony-xiv-xix-vekov-iz-chastnogo-sobraniya/,"Суть выставки: представлены иконы и жития христианских святых из частного собрания, включая изображения событий их жизни и чудес.",национальное российское искусство
Tretyakov Gallery,Маршрут «Моя Третьяковка» в Лаврушинском,27 октября 2022 — 13 августа 2023,2022,transition_2022,https://www.tretyakovgallery.ru/exhibitions/o/vystavka-marshrut-moya-tretyakovka/,"В выставке-маршруте в Лаврушинском переулке представлены избранные произведения классического русского искусства, приобретенные Павлом Михайловичем Третьяковым, покажущие шедевры от XVIII до начала XX века.",национальное российское искусство
Tretyakov Gallery,Увидеть неизвестное. Живопись и скульптура XVII–XXI веков из фондов Третьяковской галереи,28 марта 2023 — 13 августа 2023,2023,post_2022,https://www.tretyakovgallery.ru/exhibitions/o/uvidet-neizvestnoe-zhivopis-i-skulptura-xvii-xxi-vekov-iz-fondov-tretyakovskoy-galerei/,"Суть выставки: выставка Государственной Третьяковской галереи предлагает увидеть неизвестные произведения выдающихся художников и малоизвестных авторов, хранящихся в фондах музея, и сравнивает работы различных эпох и стилей.",западное искусство
Tretyakov Gallery,Сергей Кузнецов. Архитектура мира,13 апреля 2023 — 6 августа 2023,2023,post_2022,https://www.tretyakovgallery.ru/exhibitions/o/sergey-kuznetsov-arkhitektura-mira/,"Суть выставки: Работы российского художника Сергея Кузнецова представляют собой инсталляцию масштабных архитектурных конструкций, объединенных в единую тематику поиск вечных ценностей в эпоху перемен.",западное искусство
Tretyakov Gallery,Александр Юликов. Пространственные альтернативы,25 мая 2023 — 30 июля 2023,2023,post_2022,https://www.tretyakovgallery.ru/exhibitions/o/aleksandr-yulikov-prostranstvennye-alternativy/,"Суть выставки: Первая персональная выставка Александра Юликова, российского художника, представляющая более 50 его работ из периода 1970-2020-х годов, демонстрирующая минимальистский стиль и преемственность традициям русского авангарда.",восточное искусство
Tretyakov Gallery,«Выставка одной картины» из собрания Третьяковской галереи,17 июня 2023 — 17 июля 2023,2023,post_2022,https://www.tretyakovgallery.ru/exhibitions/o/vystavka-odnoy-kartiny-iz-sobraniya-tretyakovskoy-galerei-2023/,"The exhibition ""One Picture"" from the Tretyakov Gallery's collection features Ilya Repin's 1881 portrait of composer Modest Mussorgsky, created just before the artist's death. The event will also include a concert of Mussorgsky's music and a lecture about the significance of the portrait as one of Repin's greatest works.",восточное искусство
Tretyakov Gallery,In Memoriam. Остановленное время,26 апреля 2023 — 16 июля 2023,2023,post_2022,https://www.tretyakovgallery.ru/exhibitions/o/in-memoriam-/,"The exhibition explores the theme of memory and its representation in artistic culture, featuring iconic figures from Russian history and art. It examines how cultural memory is formed through the creative process, shedding light on the intersection between public personality and artist.",западное искусство
Tretyakov Gallery,Юрий Купер. Сфумато,30 мая 2023 — 16 июля 2023,2023,post_2022,https://www.tretyakovgallery.ru/exhibitions/o/yuriy-kuper-sfumato/,"Вывод: Выставка - ретроспектива творчества художника Юрия Леонидовича Купера, представляющая широкий спектр его работ в живописи, графике, скульптуре и театральных эскизах, охватывающая период с 1980-х до сегодняшнего дня.",национальное российское искусство
Tretyakov Gallery,Борис Неменский. К 100-летию художника,20 декабря 2022 — 28 мая 2023,2022,transition_2022,https://www.tretyakovgallery.ru/exhibitions/o/boris-nemenskiy-k-100-letiyu-khudozhnika/,"Суть выставки: В Новой Третьяковке представлена расширенная экспозиция работ Бориса Михайловича Неменского, посвященная его 100-летию со дня рождения.",национальное российское искусство
Tretyakov Gallery,Неля и Роман Коржовы. Соавторы не заключают соглашений,10 февраля 2023 — 14 мая 2023,2023,post_2022,https://www.tretyakovgallery.ru/exhibitions/o/nelya-i-roman-korzhovy-soavtory-ne-zaklyuchayut-soglasheniy/,"В выставке ""Соавторы не заключают соглашения"" представлены работы Нели и Романа Коржовых, которые обращаются к экзистенциальным проблемам через эмоциональное и духовное измерение человека, используя кино как метод отражения.",национальное российское искусство
Tretyakov Gallery,Художники Ткачевы. К 100-летию Сергея Ткачева,8 ноября 2022 — 14 мая 2023,2022,transition_2022,https://www.tretyakovgallery.ru/exhibitions/o/khudozhniki-tkachevy-k-100-letiyu-sergeya-tkacheva/,"The exhibition showcases the early works of Sergei and Alexei Tkaichev, two renowned Russian artists who collaborated on several pieces, including ""Между боями"" (1958-1960), a significant painting that took several years to complete.",национальное российское искусство
Tretyakov Gallery,"Алексей Щусев. Архитектор, художник, директор. К 150-летию",25 ноября 2022 — 14 мая 2023,2022,transition_2022,https://www.tretyakovgallery.ru/exhibitions/o/a-v-shchusev-k-150-letiyu-so-dnya-rozhdeniya/,"В выставке представлены архитектурные проекты и работы Алексея Щусева, посвященные 150-летию со дня рождения этого известного русского архитектора, вместе с работами других мастеров эпохи модерна.",национальное российское искусство
Tretyakov Gallery,Великое княжество. Сокровища Владимиро-Суздальской земли,24 января 2023 — 10 мая 2023,2023,post_2022,https://www.tretyakovgallery.ru/exhibitions/o/velikoe-knyazhestvo-sokrovishcha-vladimiro-suzdalskoy-zemli/,"Вывод: Выставка ""Великое княжество. Сокровища Владимиро-Суздальской земли"" - это историческая выставка, посвященная тысячелетней годовщине упоминания о городе Суздале и демонстрирующая около 600 экспонатов из собрания Государственного Владимиро-Суздальского музея-заповедника, связанных с историей Владимиро-Суздальской земли.",восточное искусство
Tretyakov Gallery,Александр Иванов. На пути к храму,21 октября 2022 — 9 мая 2023,2022,transition_2022,https://www.tretyakovgallery.ru/exhibitions/o/aleksandr-ivanov-na-puti-k-khramu/,"Суть выставки: Экспозиция Третьяковской галереи, посвященная Александру Иванову, включает эскизы неосуществлённого запрестольного образа ""Воскресение Христово"" и рисунки на сюжеты из Ветхого Завета, демонстрирующие новое отношение художника к храмовой религиозной живописи.",национальное российское искусство
Tretyakov Gallery,Расширенная экспозиция графики Николая Купреянова,28 ноября 2022 — 24 апреля 2023,2022,transition_2022,https://www.tretyakovgallery.ru/exhibitions/o/rasshirennaya-ekspozitsiya-grafiki-nikolaya-kupreyanova/,"The Tretyakov Gallery presents an expanded exhibition of graphics by Nikolai Kuperianov, one of the leading masters of Moscow's 1920s graphic art, featuring his works on industrial and transportation themes, as well as landscapes and interiors.",национальное российское искусство
Tretyakov Gallery,Скульптор Шадр. К 135-летию со дня рождения,11 ноября 2022 — 19 марта 2023,2022,transition_2022,https://www.tretyakovgallery.ru/exhibitions/o/skulptor-shadr-k-135-letiyu-so-dnya-rozhdeniya/,"The exhibition showcases the works of Ivan Dmitrievich Shadr (1887-1941), a renowned Soviet sculptor, featuring his notable pieces from the 1920s to the 1940s, including memorials, portraits, and architectural projects. The event celebrates the artist's creative legacy and highlights his contributions to Russian art in the 20th century.",национальное российское искусство
Tretyakov Gallery,Игорь Грабарь. К 150-летию со дня рождения,18 ноября 2022 — 12 марта 2023,2022,transition_2022,https://www.tretyakovgallery.ru/exhibitions/o/igor-grabar-k-150-letiyu-so-dnya-rozhdeniya/,"Суть: Выставка в Государственной Третьяковской галерее посвящена 150-летию со дня рождения Игоря Эммануиловича Грабаря, выдающегося художника, основоположника советской школы искусствознания и реформатора отечественного музейного дела.",национальное российское искусство
Tretyakov Gallery,Олег Кудряшов,22 ноября 2022 — 27 февраля 2023,2022,transition_2022,https://www.tretyakovgallery.ru/exhibitions/o/oleg-kudryashov/,"В выставке представлены работы Олега Кудряшова, одного из крупнейших живописцев и графиков второй половины ХХ века, посвященные интерьерам родного дома, видам из окна, нищей жизни двора и переулка, а также его переход к фантасмагоричному стилю после эмиграции из СССР.",национальное российское искусство
Tretyakov Gallery,Моя Третьяковка. Из виртуального в реальное. Часть 1,13 сентября 2022 — 19 февраля 2023,2022,transition_2022,https://www.tretyakovgallery.ru/exhibitions/o/moya-tretyakovka-iz-virtualnogo-v-realnoe-chast-1/,"The exhibition brings together offline and online platforms of the Tretyakov Gallery to showcase Russian fine art from the 18th to the 20th centuries, featuring works by renowned artists such as Ivan Aivazovsky, Ivan Shishkin, and Isaac Levitan, among others. The exhibit demonstrates the development of Russian art over three centuries through a range of genres, including iconography, still-life paintings, portraits, and landscapes.",восточное искусство
Tretyakov Gallery,Снежный барс. Увидеть и сохранить,22 октября 2022 — 10 января 2023,2022,transition_2022,https://www.tretyakovgallery.ru/exhibitions/o/snezhnyy-bars-uvidet-i-sokhranit/,"В выставке ""Снежный барс. Увидеть и сохранить"" представлена интерактивная программа для всей семьи, посвященная исчезающему популяции снежного барса в России, а также проведение исследовательской экспедиции художниц к местам обитания этого животного.",национальное российское искусство
Tretyakov Gallery,Наталья Эльконина. Модель многомерного времени,21 сентября 2022 — 27 ноября 2022,2022,transition_2022,https://www.tretyakovgallery.ru/exhibitions/o/natalya-elkonina-model-mnogomernogo-vremeni-/,"Суть выставки: масштабная инсталляция Натальи Элькониной ""Модель многомерного времени"", состоящая из зеркальных труб и объектов, которые вовлекаются в игру отражений, теней и повторов, создавая сложную визуальную полифонии.",западное искусство
Tretyakov Gallery,Мастера возрождения. Реставрация графики. 2010 – 2022,27 мая 2022 — 13 ноября 2022,2022,transition_2022,https://www.tretyakovgallery.ru/exhibitions/o/mastera-vozrozhdeniya/,"The exhibition showcases over 160 graphic works from the Tretyakov Gallery's collection, highlighting the restoration process of artworks from the 18th to early 20th centuries. The exhibit allows visitors to see both before and after restoration, as well as the techniques and technologies used in the process.",западное искусство
Tretyakov Gallery,«Исаак Левитан. Мысли о вечном» в Плёсе,19 июня 2022 — 5 ноября 2022,2022,transition_2022,https://www.tretyakovgallery.ru/exhibitions/o/isaak-levitan-mysli-o-vechnom-v-plyese/,"Here is the summary in 2 sentences:

The exhibition ""Isaac Levitan. Thoughts on Eternal"" at the Tretyakov Gallery features a rare and large-scale painting sketch by Levitan, ""Nad Vechnym Pokoyem"", along with an installation of a miniature model of the Petropavlovskaya wooden church that inspired Levitan's work. The exhibition aims to showcase Levitan's life and art, as well as his connection to Plyos, where he spent time and drew inspiration for many of his works.",восточное искусство
Tretyakov Gallery,Лев Кропивницкий. К 100-летию художника,5 сентября 2022 — 31 октября 2022,2022,transition_2022,https://www.tretyakovgallery.ru/exhibitions/o/lev-kropivnitskiy-k-100-letiyu-khudozhnika/,"В выставке представлена расширенная экспозиция к 100-летию художника Льва Кропивницкого, одного из первых представителей ""Лианозовской группы"", который создавал абстрактную живопись и занимался книжной графикой, художественной критикой и стихами.",национальное российское искусство
Tretyakov Gallery,Велимир Хлебников. Король времени,29 июня 2022 — 30 октября 2022,2022,transition_2022,https://www.tretyakovgallery.ru/exhibitions/o/velimir-khlebnikov-korol-vremeni/,"Суть выставки: Подаренная Государственной Третьяковской галереей выставка, посвященная 100-летию со дня смерти Велимира Хлебникова, представляет произведения поэта, включая его прижизненные и воображаемые портреты, изображения членов семьи, иллюстрации к стихам и поэмам.",восточное искусство
Tretyakov Gallery,Василий Чекрыгин,16 июня 2022 — 30 октября 2022,2022,transition_2022,https://www.tretyakovgallery.ru/exhibitions/o/vasiliy-chekrygin/,"The essence of the exhibition can be summarized in 2 sentences:

The exhibition features a large-scale retrospective of Vasily Chekrygin's works, including his iconic ""Vоскрешение"" (Resurrection) series, which marks the culmination of his creative evolution. The show explores Chekrygin's fascination with Nicholas Fyodorov's philosophy and his quest to transcend death through art, resulting in a unique blend of mystical and figurative representations.",западное искусство
Tretyakov Gallery,Гурий Захаров. Татьяна Соколова. Вдвоем,25 мая 2022 — 2 октября 2022,2022,transition_2022,https://www.tretyakovgallery.ru/exhibitions/o/guriy-zakharov-tatyana-sokolova-vdvoem/,"Суть выставки: выставленное произведение двух художников второй половины ХХ века - Гурия Захарова и Татьяны Соколовой, представляющее собой работу над темами материнства, семьи и быта.",национальное российское искусство
Tretyakov Gallery,Петр Великий. Усы властелина,8 июня 2022 — 2 октября 2022,2022,transition_2022,https://www.tretyakovgallery.ru/exhibitions/o/petr-velikiy-usy-vlastelina/,"Суть выставки: проект предлагает новый взгляд на портретные изображения Петра Великого, фокусируясь на эволюции его усов как важной детали внешности императора, которая изменялась с возрастом и под влиянием моды.",национальное российское искусство
Tretyakov Gallery,Московская международная биеннале графического дизайна «Золотая пчела»,20 сентября 2022 — 28 сентября 2022,2022,transition_2022,https://www.tretyakovgallery.ru/exhibitions/o/moskovskaya-mezhdunarodnaya-biennale-graficheskogo-dizayna-zolotaya-pchela22/,"Here is the essence of the exhibition in 1-2 sentences:

The Moscow International Biennale of Graphic Design ""Golden Bee"" celebrates its 30th anniversary with a jubilee edition, featuring selected works from top designers from 28 countries worldwide. The exhibition showcases graphic design and poster art, highlighting the best designs in various categories.",западное искусство
Tretyakov Gallery,Святитель Николай Чудотворец. Иконы XIII–XX веков,3 июня 2022 — 18 сентября 2022,2022,transition_2022,https://www.tretyakovgallery.ru/exhibitions/o/svyatitel-nikolay-chudotvorets-ikony-xiii-xx-vv/,"Суть выставки: экспозиция произведений из фондов Третьяковской галереи и частных собраний, посвященная святителю Николаю Чудотворцу, одному из самых почитаемых святых христианского мира.",национальное российское искусство
Tretyakov Gallery,Виктор Алимпиев. Опыт видео,10 сентября 2022 — 17 сентября 2022,2022,transition_2022,https://www.tretyakovgallery.ru/exhibitions/o/viktor-alimpiev-opyt-video/,"Всего: Виктор Алимпиев - российский видеохудожник, представивший выставку современного российского искусства в рамках 19 Международного кинофестиваля стран Азиатско-Тихоокеанского региона.",западное искусство
Tretyakov Gallery,Вещь. Пространство. Человек. Искусство второй половины XX - начала XXI века из собрания Третьяковской галереи,11 июня 2022 — 11 сентября 2022,2022,transition_2022,https://www.tretyakovgallery.ru/exhibitions/o/veshch-prostranstvo-chelovek-iskusstvo-vtoroy-poloviny-xx-nachala-xxi-veka-iz-sobraniya-tretyakovsko/,"Суть выставки: Государственная Третьяковская галерея представляет историю русского искусства 1960-х-2000-х годов, включая абстракции, кинетические опыты, концептуализм и инсталляции.",западное искусство
Tretyakov Gallery,Петроградская мадонна. Выставка одного шедевра из собрания Третьяковской галереи. Владивосток,27 ноября 2021 — 30 января 2022,2021,pre_2022,https://www.tretyakovgallery.ru/exhibitions/o/petrogradskaya-madonna-vystavka-odnogo-shedevra-iz-sobraniya-tretyakovskoy-galerei/,"The essence of the exhibition: ""Petrograd Madonna"" by Kuzma Petrov-Vodkin, a key work from the Tretyakov Gallery's collection, is presented at the Primorye State Art Gallery and the Tretyakov Gallery branch in Vladivostok, showcasing the artist's theme of motherhood during the Russian Civil War.",восточное искусство
Tretyakov Gallery,Илья Репин: известный и неизвестный,30 марта 2021 — 30 января 2022,2021,pre_2022,https://www.tretyakovgallery.ru/exhibitions/o/ilya-repin-izvestnyy-i-neizvestnyy/,"Выставка ""Илья Репин: известный и неизвестный"" в Третьяковской галерее - это ретроспективная выставка, посвященная позднему периоду творчества И.Е. Репина, включая около 30 картин и графических работ из фондов галереи и частных собраний.",национальное российское искусство
Tretyakov Gallery,Выставка Ильи Репина. Париж,5 октября 2021 — 23 января 2022,2021,pre_2022,https://www.tretyakovgallery.ru/exhibitions/o/vystavka-ili-repina-parizh/,"В выставке представлены 57 живописных произведений Ильи Репина, включая шедевры из постоянной экспозиции Третьяковской галереи.",западное искусство
Tretyakov Gallery,Династия Манизеров,19 октября 2021 — 19 января 2022,2021,pre_2022,https://www.tretyakovgallery.ru/exhibitions/o/dinastiya-manizerov/,"The exhibition showcases the works of sculptors Matvey Mанизер and Elena Янсон-Манизер, celebrating their 130th birthday anniversary, featuring notable pieces such as portraits of Zoya Kosmodemyanskaya and a sculpture of a student installed at Moscow's Revolution Square metro station.",национальное российское искусство
Tretyakov Gallery,Фотограф Николай Андреев. Мастер пикториализма,24 сентября 2021 — 9 января 2022,2021,pre_2022,https://www.tretyakovgallery.ru/exhibitions/o/fotograf-nikolay-andreev-master-piktorializma/,"Суть выставки: экспозиция работ Николая Платоновича Андреева, выдающегося русского фотографа, который представил свой пикториалистический стиль, сочетавший элементы фотографии и живописи.",западное искусство
Tretyakov Gallery,Борис Кочейшвили. Я и ОНИ,11 ноября 2021 — 9 января 2022,2021,pre_2022,https://www.tretyakovgallery.ru/exhibitions/o/boris-kocheyshvili-ya-i-oni/,"В выставке представлены более 100 работ Бори Кочейшвили, включая скульптурные рельефы, графику и живопись, от ранних произведений 1970-х до новых работ.",национальное российское искусство
Tretyakov Gallery,Юрий Пименов,8 сентября 2021 — 9 января 2022,2021,pre_2022,https://www.tretyakovgallery.ru/exhibitions/o/yuriy-pimenov/,"Суть выставки: масштабный проект персональной выставки советского художника Юрия Ивановича Пименова, представляющий около 170 произведений из 22 музейных и частных собраний России, Белоруссии и Латвии.",национальное российское искусство
Tretyakov Gallery,Импрессионизм в России: Рассвет Авангарда. Потсдам,28 августа 2021 — 9 января 2022,2021,pre_2022,https://www.tretyakovgallery.ru/exhibitions/o/impressionizm-v-rossii-rassvet-avangarda/,"В выставке ""Импрессионизм Франции и русское искусство"" представлено более 80 работ, демонстрирующих влияние французского импессионизма на русскую живопись в 1900-х годах. Выставка отражает роль русских художников, таких как Илья Репин, Константин Коровин и Валентин Серов, в контексте западного европейского современного искусства.",национальное российское искусство
Tretyakov Gallery,Золотой век русского искусства. Живопись и скульптура XVIII – первой половины XIX века. Сыктывкар,16 октября 2021 — 12 декабря 2021,2021,pre_2022,https://www.tretyakovgallery.ru/exhibitions/o/zolotoy-vek-russkogo-iskusstva-zhivopis-i-skulptura-xviii-pervoy-poloviny-xix-veka/,"В выставке ""Золотой век русского искусства"" представлены 31 работа, включая портреты и скульптуры известных российских художников XVIII-XIX веков, такие как Фёдор Рокотов, Дмитрий Левицкий, Карл Брюллов, Владимир Боровиковский и Федот Шубин.",национальное российское искусство
Tretyakov Gallery,Веер XVIII века: выставка особых художников,9 октября 2020 — 1 декабря 2021,2020,pre_2022,https://www.tretyakovgallery.ru/exhibitions/o/veer-xviii-veka/,"Суть выставки: Выставка ""Лучше вместе"" - проект по включению людей с особенностями развития в культурное поле, приуроченная к Международному дню человека с синдромом Дауна и Месяцу информирования о расстройствах аутистического спектра.",западное искусство
Tretyakov Gallery,Александр Иванов. Библейские эскизы. Чудеса и проповеди Христа,18 июня 2021 — 14 ноября 2021,2021,pre_2022,https://www.tretyakovgallery.ru/exhibitions/o/aleksandr-ivanov-bibleyskie-eskizy-chudesa-i-propovedi-khrista/,"Выставка ""Чудеса и проповеди Христа"" представляет собой графический цикл Александра Ивановича Иванова, который включает в себя более 700 листов и альбомов, созданных на тему Евангелия.",национальное российское искусство
Tretyakov Gallery,Да живет иное во мне,22 июня 2021 — 10 октября 2021,2021,pre_2022,https://www.tretyakovgallery.ru/exhibitions/o/da-zhivet-inoe-vo-mne/,"The exhibition ""Otherness Within"" at Laboratoria Art&Science presents 11 projects by international and Russian artists that explore the intersection of art, science, and technology to redefine our relationship with non-human agents, including plants, animals, bacteria, AI, and planetary processes. The show aims to encourage new forms of interaction, communication, and ecological understanding beyond human-centered thinking.",национальное российское искусство
Tretyakov Gallery,Живое вещество,4 сентября 2021 — 10 октября 2021,2021,pre_2022,https://www.tretyakovgallery.ru/exhibitions/o/zhivoe-veshchestvo/,"The essence of the exhibition ""Living Substance"" is a visual representation of the interconnectedness between humans and nature, exploring the concept of biosphere as a living entity, with over 300 works by 55 artists from around the world.",восточное искусство
Tretyakov Gallery,Коллекция впечатлений. Фотографы и дизайнеры о путешествиях,7 июля 2021 — 10 октября 2021,2021,pre_2022,https://www.tretyakovgallery.ru/exhibitions/o/kollektsiya-vpechatleniy-fotografy-i-dizaynery-o-puteshestviyakh/,"В выставке ""Коллекция впечатлений. Фотографы и дизайнеры о путешествиях"" представлены 11 инсталляций, включая фотопроизведения и работы дизайнеров и архитекторов из разных стран, которые рассказывают о путешествиях и впечатлениях.",западное искусство
Tretyakov Gallery,Мультимедийная экспозиция «Третьяковка в движении»,29 августа 2021 — 26 сентября 2021,2021,pre_2022,https://www.tretyakovgallery.ru/exhibitions/o/tretyakovka-v-dvizhenii/,"Суть выставки: Павел Михайлович Третьяков и коллекция музея рассказываются посетителям через мультимедийную экспозицию, включая работы И. Е. Репина, К. С. Малевича, И. К. Айвазовского и других художников.",западное искусство
Tretyakov Gallery,Вячеслав Колейчук. Живая линия,3 июня 2021 — 26 сентября 2021,2021,pre_2022,https://www.tretyakovgallery.ru/exhibitions/o/vyacheslav-koleychuk-zhivaya-liniya/,"Суть выставки: посвящена двум юбилеям - 100-летию Второй весенней выставки ОБМОХУ и 80-летию выдающегося художника Вячеслава Колейчука, представлен его кинетические работы, в том числе знаменитую скульптуру ""Живая линия"".",национальное российское искусство
Tretyakov Gallery,Александр Бенуа и его «Мир искусства»,22 января 2021 — 19 сентября 2021,2021,pre_2022,https://www.tretyakovgallery.ru/exhibitions/o/benoit-and-the-world-of-art-association/,"Суть выставки: экспозиция посвящена художественному объединению ""Мир искусства"", основанному А.Н. Бенуа, которое объединило молодых художников, литераторов и музыкантов для совместного изучения искусства и создания художественных работ.",западное искусство
Tretyakov Gallery,Сцены частной жизни. Интерьер в графике ХХ века,7 августа 2021 — 19 сентября 2021,2021,pre_2022,https://www.tretyakovgallery.ru/exhibitions/o/vystavka-stseny-chastnoy-zhizni-interer-v-grafike-khkh-veka/,"Суть выставки: «Сцены частной жизни. Интерьер в графике ХХ века» - это представление графики советской России, отображающее частную жизнь людей в домашнем пространстве, несмотря на коммунистическую идеологию и ее влияние на искусство.",западное искусство
Tretyakov Gallery,Алла Урбан. Из железа в каплю света,2 декабря 2020 — 8 марта 2021,2020,pre_2022,https://www.tretyakovgallery.ru/exhibitions/o/alla-urban-iz-zheleza-v-kaplyu-sveta/,"The exhibition features 11 works by Alla Urban from 2014 to 2020, including 9 installations and 2 video films, showcasing her unique style that blends architecture, composition, and material manipulation. The show explores the artist's ""pure sculptural mentality"" and her integration of Suprematist and organic elements, reflecting on Russian avant-garde culture and aiming to crystallize reality.",национальное российское искусство
Tretyakov Gallery,Мария Якунчикова-Вебер,14 октября 2020 — 8 марта 2021,2020,pre_2022,https://www.tretyakovgallery.ru/exhibitions/o/mariya-yakunchikova-veber-1/,"Суть выставки: Ретроспектива Марии Якунчиковой-Вебер, одной из талантливейших женщин-художниц Серебряного века, с более 60 живописными работами, декоративно-прикладным искусством и акварельными этюдами.",национальное российское искусство
Tretyakov Gallery,Андрей Красулин. Без названия,7 октября 2020 — 14 февраля 2021,2020,pre_2022,https://www.tretyakovgallery.ru/exhibitions/o/andrey-krasulin-bez-nazvaniya/,"В выставке представлены произведения Андрея Красулина, известного скульптора и художника, объединенных темой простых предметов и бытования вещи в эстетическом и культурном аспектах.",национальное российское искусство
Tretyakov Gallery,Чукотка. Эпическая сага. Вступление,7 декабря 2020 — 7 февраля 2021,2020,pre_2022,https://www.tretyakovgallery.ru/exhibitions/o/chukotka-epicheskaya-saga-vstuplenie/,"Суть выставки: Выставка ""Чукотка. Эпическая сага. Вступление"" - совместный проект Олега Зотова и Иды Ручиной, рассказывающий о жизни коренных народов Севера и природе Чукотского автономного округа через масштабные фотографии.",восточное искусство
Tretyakov Gallery,«Передвижники: образ эпохи» в Самарском областном художественном музее,30 октября 2020 — 17 января 2021,2020,pre_2022,https://www.tretyakovgallery.ru/exhibitions/o/tretyakovka-v-samare-peredvizhniki-obraz-epokhi/,"В выставке представлены шедевры из коллекции Третьяковской галереи, изображающие эпоху второй половины XIX века, включая портреты и жанровые композиции известных русских художников, таких как Крамский, Репин, Суриков и другие.",национальное российское искусство
Tretyakov Gallery,Иван Цветков и его галерея. К 175-летию коллекционера,28 июля 2020 — 13 декабря 2020,2020,pre_2022,https://www.tretyakovgallery.ru/exhibitions/o/kollektsiya-i-e-tsvetkova-v-tretyakovskoy-galeree-k-175-letiyu-sobiratelya/,"Суть выставки: Проект посвящен московскому коллекционеру Ивану Евменьевичу Цветкову (1845-1917) и его галерее, а также истории Государственной Третьяковской галереи.",национальное российское искусство
Tretyakov Gallery,Третьяковка в Самаре: Стихии Анны Голубкиной,25 сентября 2020 — 13 декабря 2020,2020,pre_2022,https://www.tretyakovgallery.ru/exhibitions/o/tretyakovka-v-samare-stikhii-anny-golubkinoy/,"Суть выставки: ""Стихии Анны Голубкиной"" - экспозиция, посвященная скульптору А.С. Голубкиной, демонстрирующая ее наследие и стиль в более чем ста работах из коллекций Третьяковской галереи и Самарского областного художественного музея.",национальное российское искусство
Tretyakov Gallery,Сарра Лебедева. Избранное,4 сентября 2020 — 22 ноября 2020,2020,pre_2022,https://www.tretyakovgallery.ru/exhibitions/o/sarra-lebedeva/,"The exhibition presents the works of S.D. Lebedeva, a renowned Russian artist and sculptor of the 20th century, featuring portraits of notable figures such as Vera Mukhina and Felix Dzerzhinsky, alongside her own sculptures and sketches. The show highlights Lebedeva's ability to capture the essence of her subjects, revealing their inner qualities and depth.",национальное российское искусство
Tretyakov Gallery,"Предчувствуя ХХ век. Васнецов, Репин, Серов, Ге, Врубель, Борисов-Мусатов",21 июля 2020 — 15 ноября 2020,2020,pre_2022,https://www.tretyakovgallery.ru/exhibitions/o/predchuvstvuya-khkh-vek-korifei-russkoy-grafiki/,"Выставка представляет серию экспозиций из цикла ""Художник и время"", посвященная важнейшим этапам истории русской графики. Она демонстрирует монографические коллекции работ шести ключевых художников, включая Васнецова, Ге, Репина, Серов, Врубеля и Борисова-Мусатова.",западное искусство
Tretyakov Gallery,Никоновы. Три художника,23 сентября 2020 — 8 ноября 2020,2020,pre_2022,https://www.tretyakovgallery.ru/exhibitions/o/nikonovy-tri-khudozhnika/,"The exhibition showcases the works of three artists: Pavel Fedorovich Nikonov (born 1930), his brother Mikhail Fedorovich Nikonov (1928-2010), and their daughter Victoria Nikonova (1968-2008). The display features over 160 paintings and 30 graphic works, offering a glimpse into the artistic styles and creative approaches of these three generations of artists.",восточное искусство
Tretyakov Gallery,Московская международная биеннале графического дизайна «Золотая пчела»,29 сентября 2020 — 1 ноября 2020,2020,pre_2022,https://www.tretyakovgallery.ru/exhibitions/o/moskovskaya-mezhdunarodnaya-biennale-graficheskogo-dizayna-zolotaya-pchela/,"The Moscow International Biennial of Graphic Design ""Golden Bee"" is a prestigious event that showcases the best examples of graphic design from around the world, celebrating contemporary visual culture and promoting its development. The 14th edition features 14 nominations, including those focused on posters, interactive video installations, design performances, and short films.",западное искусство
Tretyakov Gallery,Шедевры из Казани. От Рериха до Кандинского. К 100-летию Республики Татарстан,19 августа 2020 — 1 ноября 2020,2020,pre_2022,https://www.tretyakovgallery.ru/exhibitions/o/shedevry-iz-kazani-ot-rerikha-do-kandinskogo-k-100-letiyu-respubliki-tatarstan/,"Суть: Выставка, посвященная 100-летнему юбилею образования Республики Татарстан, представляет собой лучшие произведения художников Серебряного века и русского авангарда из Государственного музея изобразительных искусств Республики Татарстан.",национальное российское искусство
