museum,title,date_range,year,period,url,description
Multimedia Art Museum Moscow,Sean Scully Facing East,3.03.2018—9.05.2018,2018,pre_2022,https://mamm-mdf.ru/en/exhibitions/facing-east,"Multimedia Art Museum, Moscow | Exhibitions | Sean Scully - Facing East Ru Buy a ticket Museum Exhibitions biennales Books Rodchenko school Sean Scully Facing East 1 2 3 4 5 6 7 8 Sean Scully. Facing East, 1991. Oil on linen and steel. Courtesy of the artist © Sean Scully Sean Scully. Doric, 2008. Oil on aluminum. Courtesy of the artist © Sean Scully Sean Scully. Landline Inwards, 2015. Oil on aluminum. Courtesy of the artist © Sean Scully Sean Scully. Wall of Light Blue Black Sea, 2009. Oil on aluminum. Courtesy of the artist © Sean Scully Sean Scully. Red Chamber, 2012. Oil on linen. Courtesy of the artist © Sean Scully Sean Scully. Arles-Abend-Vincent 2, 2015. Oil on linen. Courtesy of the artist © Sean Scully Sean Scully. Black Composite, 1974. Acrylic on canvas. Courtesy of the artist © Sean Scully Sean Scully. Backs and Fronts, 1981. Oil on linen. Courtesy of the artist © Sean Scully Saint Petersburg, 3.03.2018—9.05.2018 exhibition is over The Russian Museum 17 Nevsky Prospekt http://www.rusmuseum.ru/eng/ Share with friends Close Exhibition shedule 3.11.2017—11.02.2018 Moscow Multimedia Art Museum 3.03.2018—9.05.2018 Saint Petersburg The Russian Museum For the press Sean Scully. Facing East Sean Scully was born in Ireland and received a brilliant art education in the UK. He has worked in New York since 1975, and since the early 2000s his life and artistic output have been inextricably linked to New York and Munich. In 1989 and 1993 Sean Scully was nominated for the Turner Prize, one of the most prestigious awards in the field of contemporary art. He was granted the honorary degree Doctor of Literature from the University of Newcastle in 2010, and in 2013 became a member of the Royal Academy of Arts in London. According to the legendary critic and culturologist Arthur Danto, the name of Sean Scully ‘belongs on the shortest of the short list of major painters of our time’. His work features in permanent collections at the world’s leading museums and galleries, including the Museum of Modern Art (MoMA), the Solomon R. Guggenheim Museum in New York, and the Tate Gallery in London. For half a century Sean Scully has devised his own artistic universe by accumulating and developing the best plastic traditions of the early twentieth century, combining them with the most complex metaphysical concepts from ancient Greek philosophy while also making reference to the latest philosophical practices that reflect a rapidly changing reality. ‘Sean Scully has built his own unique system, where colour and lines, demonstrating the erosion and articulation of boundaries, express the most important existential and social problems of mankind. His rigidly structured works are filled with the subtlest vibrations of meaning and experience,’ says Olga Sviblova, director of MAMM. Project presented by Strategic partner of the museum Information partners General radio partners Strategic information partners Special media partner Information partners MULTIMEDIA ART MUSE"
Multimedia Art Museum Moscow,Thomas Koester UNTITLED 2017,24.10.2017—2.11.2017,2017,pre_2022,https://mamm-mdf.ru/en/exhibitions/untitled-2017,"Multimedia Art Museum, Moscow | Exhibitions | Thomas Koester - UNTITLED 2017 Ru Buy a ticket Museum Exhibitions biennales Books Rodchenko school Thomas Koester UNTITLED 2017 1 Moscow, 24.10.2017—2.11.2017 exhibition is over The Rodchenko Moscow School of Photography and Multimedia 2nd Krasnoselskiy side st., 2, 107140, Moscow, Russia http://www.mdfschool.ru/ Share with friends The exhibition is part of the cultural exchange program between Moscow and Dusseldorf The exhibition is part of the cultural exchange program between Moscow and Dusseldorf Close MULTIMEDIA ART MUSEUM, MOSCOW 12 a.m.–9 p.m. every day, monday closed ul. Ostozhenka, 16, Moscow, 119034 Inquiry office T: +7 (495) 637-11-00 E-mail: info@ mamm.art Press department T: +7 (495) 637-11-55 E-mail: pr@ mamm.art Event organization E-mail: event@ mamm.art Photobiennale Fashion and Style in Photography Exhibitions Auditorium Events (rus) Museum plan +7 (495) 777-77-77 priemnaja@culture.mos.ru Version for the visually impaired Information for visitors with disabilities Buy a ticket © Multimedia Art Museum, Moscow, 2026 We use cookies for two reasons: to give you a better experience of interacting with MAMМ, and to make sure that the ads you see on other sites are relevant. By continuing, you agree to the use of cookies. Read more I agree"
Multimedia Art Museum Moscow,THOMAS KLINGBERG Moscow study,24.10.2017—2.11.2017,2017,pre_2022,https://mamm-mdf.ru/en/exhibitions/moscow-study,"Multimedia Art Museum, Moscow | Exhibitions | THOMAS KLINGBERG - Moscow study Ru Buy a ticket Museum Exhibitions biennales Books Rodchenko school THOMAS KLINGBERG Moscow study 1 2 3 4 5 6 7 Moscow, 24.10.2017—2.11.2017 exhibition is over The Rodchenko Moscow School of Photography and Multimedia 2nd Krasnoselskiy side st., 2, 107140, Moscow, Russia http://www.mdfschool.ru/ Share with friends . . Close MULTIMEDIA ART MUSEUM, MOSCOW 12 a.m.–9 p.m. every day, monday closed ul. Ostozhenka, 16, Moscow, 119034 Inquiry office T: +7 (495) 637-11-00 E-mail: info@ mamm.art Press department T: +7 (495) 637-11-55 E-mail: pr@ mamm.art Event organization E-mail: event@ mamm.art Photobiennale Fashion and Style in Photography Exhibitions Auditorium Events (rus) Museum plan +7 (495) 777-77-77 priemnaja@culture.mos.ru Version for the visually impaired Information for visitors with disabilities Buy a ticket © Multimedia Art Museum, Moscow, 2026 We use cookies for two reasons: to give you a better experience of interacting with MAMМ, and to make sure that the ads you see on other sites are relevant. By continuing, you agree to the use of cookies. Read more I agree"
Multimedia Art Museum Moscow,Robert Lepage The library at night As part of the 12th TERRITORIЯ International Festival and School of Modern Art with support of ROSIZO,12.10.2017—12.11.2017,2017,pre_2022,https://mamm-mdf.ru/en/exhibitions/the-library-at-night,"Multimedia Art Museum, Moscow | Exhibitions | Robert Lepage - The library at night Ru Buy a ticket Museum Exhibitions biennales Books Rodchenko school Robert Lepage The library at night As part of the 12th TERRITORIЯ International Festival and School of Modern Art with support of ROSIZO Tweet 12.10.2017—12.11.2017 Online registration required. Regular museum ticket grants the show attendance.Tickets are available online or at the museum Visitors to the exhibition will be subject to virtual immersion in the 10 existing and imaginary spaces of the present and the past, according to the laws of the theatre. The project uses 360° video technology (Samsung Gear VR headsets). The exhibition is organised as part of the 12th TERRITORIЯ International Festival and School of Modern Art with the support of ROSIZO Read more ‘The Library at Night’ is a declaration of love for the most traditional institution of world culture, made with the latest visual technology. The library is not the scene but the main protagonist of this theatricalized exhibition, as visitors don a virtual reality helmet and depart on an imaginary journey. During the journey they are accompanied by a commentator and guide — Yevgeny Mironov, artistic director of the TERRITORIЯ Festival, acts as the ‘voice’ for the Russian version of the project. Lepage dedicated ‘The Library at Night’ to the National Library of his native Quebec on its tenth anniversary, but what seemed at first sight a local anniversary gift soon became one of the world’s most popular touring projects from the last season. The starting point of Lepage’s theatrical fantasy was the book of the same name by Canadian essayist Alberto Manguel. Where Manguel sees a pretext for philosophical and sociological reasoning, Lepage creates an extravaganza of virtual special effects with the most beautiful libraries of the world as participants: Sarajevo and Mexico, Alexandria and Washington, Copenhagen and Paris, the Middle Ages and the present. There are no boundaries to the director’s fantasy, which can just as easily set sail on Jules Verne’s fictional Nautilus or step inside a Buddhist temple, an ancient abbey or the US Congress. At the end of the journey two encouraging conclusions remain. Firstly, that shelves filled with books endure as one of the most mysterious and enticing things on earth. And secondly, the digital era is not destroying libraries, but emphasizing the diversity of their forms and functions in the modern world: a real library could be anything: a political club, a secular salon, a museum, temple or university. In total visitors to the exhibition will be subject to virtual immersion in 10 existing and imaginary spaces of the past and present. The project uses Video 360° technology (with a Samsung Gear VR headset). Canadian Robert Lepage is one of the few true visionaries of contemporary theatre, an outstanding director whose performances present an organic combination of high art and hi-tech. As a universal art"
Multimedia Art Museum Moscow,Hungarian avant-garde. 1918-1939,10.10.2017—8.01.2018,2018,pre_2022,https://mamm-mdf.ru/en/exhibitions/hungarian-avant-garde-1918-1939,"Multimedia Art Museum, Moscow | Exhibitions | Hungarian avant-garde. 1918-1939 Ru Buy a ticket Museum Exhibitions biennales Books Rodchenko school Hungarian avant-garde. 1918-1939 1 2 3 4 5 Lajos LENGYEL. Ella bended down on a glass plate. 1938. Gelatin silver print. Private collection József PÉCSI. Fashion. 1936. Gelatin silver print. Hungarian Museum of Photography Nándor BÁRÁNY. The movement. Circa 1936. Gelatin silver print. Hungarian Museum of Photography Nándor BÁRÁNY. Balance. 1936 gelatin silver print Hungarian Museum of Photography Lajos LENGYEL. Profit. circa 1930 collage. Private collection Moscow, 10.10.2017—8.01.2018 exhibition is over Share with friends . . Close Project presented by With the support of Strategic partner Information partners General radio partners Strategic information partners Special media partner Information partners MULTIMEDIA ART MUSEUM, MOSCOW 12 a.m.–9 p.m. every day, monday closed ul. Ostozhenka, 16, Moscow, 119034 Inquiry office T: +7 (495) 637-11-00 E-mail: info@ mamm.art Press department T: +7 (495) 637-11-55 E-mail: pr@ mamm.art Event organization E-mail: event@ mamm.art Photobiennale Fashion and Style in Photography Exhibitions Auditorium Events (rus) Museum plan +7 (495) 777-77-77 priemnaja@culture.mos.ru Version for the visually impaired Information for visitors with disabilities Buy a ticket © Multimedia Art Museum, Moscow, 2026 We use cookies for two reasons: to give you a better experience of interacting with MAMМ, and to make sure that the ads you see on other sites are relevant. By continuing, you agree to the use of cookies. Read more I agree"
Multimedia Art Museum Moscow,"Henri Cartier-Bresson’s Scrapbook, photographs 1932-1946",20.09.2017—10.12.2017,2017,pre_2022,https://mamm-mdf.ru/en/exhibitions/henri-cartier-bressons-scrapbook-photographs-1932-1946,"Multimedia Art Museum, Moscow | Exhibitions | Henri Cartier-Bresson’s Scrapbook, photographs 1932-1946 Ru Buy a ticket Museum Exhibitions biennales Books Rodchenko school Henri Cartier-Bresson’s Scrapbook, photographs 1932-1946 1 2 3 4 5 6 7 Moscow, 20.09.2017—10.12.2017 exhibition is over Share with friends Close For the press Photograph Album by Henri Cartier-Bresson. 1932–1946 The Multimedia Art Museum, Moscow, is continuing its introduction to the work of the great French photographer, one of the founders of the humanist school in photography and the co-founder of the legendary Magnum photography agency, Henri Cartier-Bresson. In 2000, within the framework of the Third Photo-Biennial 2000 Moscow International Month of Photography in Moscow, at the Moscow House of Photography, an exhibition titled ‘Henri Cartier-Bresson. USSR: 1950—1970’ was held with enormous success. Now MAMM is presenting a new exhibition titled ‘Photograph Album by Henri Cartier-Bresson. 1932-1946’, which details the early period in the photographer’s work. Henri Cartier-Bresson was born in 1908 in the town of Chanteloup-en-Brie, not far from Paris. From early childhood he had a great interest in painting and dreamt of becoming an artist. In 1927, Cartier-Bresson enrolled at the renowned private school of the sculptor and cubist artist André Lhote. Paying his dues to his teacher, Henri Cartier-Bresson later recalled that Lhote had infected him with «the virus of geometry» and taught him ‘to photograph without a camera.’ He had to interrupt his studies for service in the army, but Cartier-Bresson didn’t return to Lhote’s studio, deciding that he should independently find his own path in painting. In 1931, Henri Cartier-Bresson traveled to Africa. In creative terms, the trip was not entirely successful, and he fell ill with a fever which almost killed him. Quickly returning to France to continue his treatment, Cartier-Bresson met his friends, surrealist artists, on a ship. At some point he caught sight of a renowned shot by the Hungarian photographer Martin Munkacsi, ‘Three boys at Lake Tanganykia’, which had a huge influence on the rest of his life. Later he recalled that ‘I unexpectedly realized that with the aid of photography you could capture eternity in a single moment of time.’ Arriving in Marseilles, where he was due to undergo a course of treatment, Henri Cartier-Bresson immediately bought a professional Leica and began photographing. For days on end the young photographer would wander through the city and photograph everything and anything that was happening around him. ‘My main wish was to capture in a single image the main meaning of the scene that has arisen. It didn’t even occur to me then to do photographic reportage, in the sense of telling a story in several photographs. Only later, looking at the works of my friends in the same profession, looking at illustrated magazines and working for them, did I slowly learn to shoot them,’ he wrote. It is with his Mars"
Multimedia Art Museum Moscow,Mario Giacomelli Poetry of landscape,20.09.2017—10.12.2017,2017,pre_2022,https://mamm-mdf.ru/en/exhibitions/poetry-of-landscape,"Multimedia Art Museum, Moscow | Exhibitions | Mario Giacomelli - Poetry of landscape Ru Buy a ticket Museum Exhibitions biennales Books Rodchenko school Mario Giacomelli Poetry of landscape 1 2 3 4 5 6 7 Young priests, 1961. 30 х 40 Vintage silver print © Courtesy Simone Giacomelli e Katiuscia Biondi Giacomelli (Archivi Mario Giacomelli di Senigallia e Sassoferrato) Lourdes, 1957. 30x40. Vintage silver print © Courtesy Simone Giacomelli e Katiuscia Biondi Giacomelli (Archivi Mario Giacomelli di Senigallia e Sassoferrato) Claudio Bonvini, 1999. 30 х 40. Vintage silver print © Courtesy Simone Giacomelli e Katiuscia Biondi Giacomelli (Archivi Mario Giacomelli di Senigallia e Sassoferrato) View Paesaggio Angelini (from the series On Being Aware of Nature), 1985. 44 x 64. Vintage silver print © Courtesy Simone Giacomelli e Katiuscia Biondi Giacomelli (Archivi Mario Giacomelli di Senigallia e Sassoferrato) Late Style Landscape, 1985. 50 x 60. Vintage silver print © Courtesy Simone Giacomelli e Katiuscia Biondi Giacomelli (Archivi Mario Giacomelli di Senigallia e Sassoferrato) Lourdes, 1957. 30 x 40 Vintage silver print © Courtesy Simone Giacomelli e Katiuscia Biondi Giacomelli (Archivi Mario Giacomelli di Senigallia e Sassoferrato) Fairy tale, 1984 30 x 40. Vintage silver print © Courtesy Simone Giacomelli e Katiuscia Biondi Giacomelli (Archivi Mario Giacomelli di Senigallia e Sassoferrato) Moscow, 20.09.2017—10.12.2017 exhibition is over Share with friends . . Close For the press Mario Giacomelli ‘Poetry of landscape’ The Multimedia Art Museum, Moscow, presents a personal exhibition by the leading Italian photographer Mario Giacomelli (1925–2000), ‘The Poetics of Landscape.’ MAMM first showed the works of Giacomelli within the framework of the Seventh Photo-Biennial International Month of Photography 2009 in Moscow. Mario Giacomelli is one of the few Italian photographers to have received international recognition as early as the 1960s. His works can be found in the collections of the world’s largest museums, including the permanent collection of the Museum of Modern Art (MoMA) in New York. Mario Giacomelli was born in Senigallia, on the Adriatic coast of Italy, in 1925. He lost his father early, and at the age of thirteen began working at a printing works. In his spare time, he wrote poetry, painted and took photographs using a camera that he himself assembled. In 1952, he joined the Miza photography group organized by Giuseppe Cavalli, who moved to Senigallia in the post-war years and worked on the active promotion of art in photography in Italy. In 1955, Giacomelli won at the prestigious Castelfranco Veneto National Competition. The most famous specialized Italian magazines, such as Ferrania and Rivista Fotografica Italiana, began to publish his works. In 1957, Giacomelli created a series of shots on the inhabitants of a municipal old people’s home, ‘Verra la morte e avra i tuoi occhi’ (‘Death will come and she will have your eyes’), which was prai"
Multimedia Art Museum Moscow,"Constantin Brancusi Sculptures, Drawings, Photographs, Films. from the Collection of the Centre Pompidou",16.09.2017—15.12.2017,2017,pre_2022,https://mamm-mdf.ru/en/exhibitions/sculptures-drawings-photographs-films,"Multimedia Art Museum, Moscow | Exhibitions | Constantin Brancusi - Sculptures, Drawings, Photographs, Films. Ru Buy a ticket Museum Exhibitions biennales Books Rodchenko school Constantin Brancusi Sculptures, Drawings, Photographs, Films. from the Collection of the Centre Pompidou 1 2 3 4 Moscow, 16.09.2017—15.12.2017 exhibition is over Share with friends . . Close For the press Constantin Brancusi. Sculptures, drawings, photography, films from the Pompidou Center Within the framework of the parallel program of the 7th Moscow International Biennial of Modern Art, the Multimedia Art Museum, Moscow, will be showing for the first time in Russian an exhibition of works by Constantin Brancusi, one of the most influential and renowned sculptors of the 20th century. The exhibition at MAMM is a first attempt to show the Brancusi phenomenon in in its full breadth. The exhibition reflects all aspects of this great artist’s work: sculptures, drawings, photographs and films. Ezra Pound, a close friend of the artist’s, noted that Brancusi’s works possess a cumulative effect, allowing him to create an entire world of forms that must be viewed as a whole as it creates a system and an entire vision. Constantin Brancusi’s studio, which he bequeathed to France on the condition that the National Museum of Modern Art in Paris / the Pompidou Center would preserve it in its original form, was a multimedia space, to use the contemporary terminology. Brancusi was an innovator and an experimenter. In his work he used varied materials, combining wood, stone, bronze and marble in a revolutionary manner. His studio was a veritable ‘alchemist’s laboratory’ in which, using the available media, he searched for the means by which he could best convey his perception of the world. As Brancusi always worked alone, without assistants, he was often regarded as solitary recluse, although that was by no means the truth. The door to his studio, which in time became one of the key centers for artistic life in Paris, was always open to his friends: Erik Satie, Fernand Léger, Man Ray, Marcel Duchamp, Tristan Tzara, Amedeo Modigliani, Edward Steichen and many more. Brancusi put on fully-fledged performances for them, with the participants including his sculptures placed on spinning stands, furniture, stone pedestals which sometimes served as tables and on occasion transformed into dancefloors, and, of course, the guests themselves. Brancusi himself played on the violin and sang Romanian folksongs, providing the soundtrack required by the artistic action. We thought it was extremely important that we combine in the same way, in a unified space, all of Constantin Brancusi’s incarnations in order that the viewer should be able to see the world in the same way that Brancusi himself saw it, and in the way that Brancusi wanted to show it to those around him. We all know that Brancusi was a great sculptor, and his works, which symbolized the new modernist approach in art, are known around the wo"
Multimedia Art Museum Moscow,Nikita Alexeev Omission Points,16.09.2017—6.10.2017,2017,pre_2022,https://mamm-mdf.ru/en/exhibitions/omission-points,"Multimedia Art Museum, Moscow | Exhibitions | Nikita Alexeev - Omission Points Ru Buy a ticket Museum Exhibitions biennales Books Rodchenko school Nikita Alexeev Omission Points 1 2 3 4 5 6 Towards the Golden Moon Hare (3 parts). Part 3. 2017 A ""Hidden Wisdom"" series (7 parts). Fragment. 2017 The Nighthawk Star. 2017 Golden Jizo (9 parts). Part 5. 2017 A ""Losing Time, Closing Time"" series (2 parts). Fragment. 2017 September. The ""12 days"" series. 2017 Moscow, 16.09.2017—6.10.2017 exhibition is over Share with friends . . Close For the press Nikita Alexeev. Biography Nikita Alexeev (b.1953) received training at the Moscow Institute of Graphic Arts. He was exposed to Western contemporary art from an early age and became interested in contemporary poetry and new currents in visual arts and music. In the beginning of 1970s, Nikita Alexeev was known in Moscow as a poet and participated in underground readings. His early painting and graphics he himself defines as ‘surrealistic abstraction’. In 1970s he linked up with the artists of the group ‘Sretensky Bulvar’, especially Ilya Kabakov, who made a great impression on him. In 1979, together with Andrey Monastyrsky, Nikolai Panitkov and Lev Rubinstein, Alexeev created the group ‘Collective Actions’. This group made about 120 actions aiming to mine the mechanisms of creating the senses and the ways to overcome the limits of conventional meanings. He also conducted his individual actions, more lyrical and existential and also more improvisational. In 1979 Nikita Alexeev, in cooperation with the other participants of ‘Collective Actions’, organized the Moscow Archive of New Art (the Russian acronym of the name is МАНИ) — an exceptional collection of the works by the artists of Moscow conceptualism. In 1982 Alexeev opened a gallery in his personal apartment — the famed APTART, which became the venue of choice for the second generation of unofficial artists’ wild performances and absurdist expositions. The result of the gallery’s activity for Nikita Alexeev, as well as for the Moscow art situation, was a dramatic transformation of the style. The artists started to use another artistic language — visually more aggressive and textured. During this period, Alexeev often experimented with the surface of the paintings, using different materials (fabric, objects). In 1985–87 Alexeev played ‘simulation rock’ with the ‘Central Russian Elevation’ group. Today Alexeev works on partly autobiographical subjects, creating something of a visual diary. Nikita Alexeev about the project I have long been interested in Georges Seurat. In my view, this artist stands entirely apart from what his colleagues and his contemporaries were doing. He’s an extreme formalist, what’s more he’s a conceptualist long before conceptualism. Believing, or pretending that he believes in the physical theories of the day on the nature of color and light (today they’re entirely antiquated), like a fanatical monk, he tapped out these multi-colored do"
Multimedia Art Museum Moscow,Alexander Steshanov Retrospective. Within the framework of the program History of Russia in Photos,16.09.2017—8.11.2017,2017,pre_2022,https://mamm-mdf.ru/en/exhibitions/retrospective-within-the-framework-of-the-program-history-of-russia-in-photos,"Multimedia Art Museum, Moscow | Exhibitions | Alexander Steshanov - Retrospective. Within the framework of the program History of Russia in Photos Ru Buy a ticket Museum Exhibitions biennales Books Rodchenko school Alexander Steshanov Retrospective. Within the framework of the program History of Russia in Photos 1 2 3 4 5 6 7 Solemn opening of international competitions ""Friendship-84"" at the Central Lenin Stadium. Moscow August 18, 1984 In the rain, the 1980s A ballerina reading Izvestia newspaper Voronezh Opera and Ballet Theatre, 1984 USSR Foreign Minister Andrei Gromyko with geishas at the first visit to Japan at the invitation of the government, 1962 Military parade dedicated to the 60th anniversary of the October Revolution. Moscow, 1977 Ballerina Maya Plisetskaya, 1970s Alla Pugacheva and Boris Moiseyev at the rehearsal, 1983 Moscow, 16.09.2017—8.11.2017 exhibition is over Share with friends . . Close For the press Alexander Steshanov. A Retrospective The Multimedia Art Museum, Moscow, presents an exhibition by Alexander Steshanov marking the 80th anniversary of this longstanding photographic correspondent of the Izvestia newspaper. Alexander Steshanov was born in Moscow in 1937. His father, Nester Andreyevich Steshanov, was a member of a tank crew who reached Berlin at the end of the Second World War. The echo of war would later be heard in an unexpected way in the professional fate of the future photographer. Steshanov himself now says of this: «An old, yellowed photograph is preserved in my family archive as the most precious relic, my father sent it to us in Moscow from Vienna in the spring of 1945. There are three Red Army captains in it. Three tankmen, ‘the crew of a combat vehicle.’ They were photographed in a studio on April 14, the day after the liberation of Vienna (one of my father’s last military awards was a medal ‘For the liberation of Vienna’). And then this is what happened. Father took part in the storming of Berlin. In the summer of 1945, their military detachment was transferred to the Far East, and ‘For victory over Japan’ was added to his military awards. In August he was returned to service in Germany. Coming back through Moscow, he took his family with him. On September 1, I went into the second grade at school in a military town in Brandenburg. Here, strange as it might sound, my professional fate was decided. We lived in a private German house. We were on good terms with its mistress, Frau Frida. When my father was demobilized in 1948, and we were getting ready to go back, Frau Frida gave me her husband’s Leica camera as a parting gift. He had died on the Russian front. With that Leica, when I was already a schoolboy in Moscow, in the fourth grade, I went to the Moskvoretsky House of Pioneers on Bolshaya Polyanka Street (our house was actually just behind it). The head of the photography hobby group was suspicious of the boy with the German Leica, but when he found out his story he realized that my interest in phot"
Multimedia Art Museum Moscow,Industrial World. The Chelpipe Art Collection Exhibition,16.09.2017—29.10.2017,2017,pre_2022,https://mamm-mdf.ru/en/exhibitions/industrial-world-the-chelpipe-art-collection-exhibition,"Multimedia Art Museum, Moscow | Exhibitions | Industrial World. The Chelpipe Art Collection Exhibition Ru Buy a ticket Museum Exhibitions biennales Books Rodchenko school Industrial World. The Chelpipe Art Collection Exhibition 1 2 3 4 5 6 V.S. Velichko. Metallurgist. 1964 V. Vyshilov. Press. 1971 A. V. Lentulov. Workers of the Kerch Metallurgical Plant. 1930. Paper, watercolor O. Kolmakova. At the factory. 1920-30's Canvas, oil 115x128. A. Labas. Worker. 1958. Paper, mixed media N. Svoboda Alapaevsk. Factory. 1968 Moscow, 16.09.2017—29.10.2017 exhibition is over Share with friends . . Close For the press Industrial World. The Chelpipe Art Collection Exhibition On September 16, an exhibition will open at MAMM titled ‘The Industrial World. The Collection of the Chelyabinsk Pipe-Rolling Plant,’ presenting works by Soviet artists of the 1920s—1980s alongside works by modern authors — industrial photography and art installations. The exhibition has been organized together with the CPRP to mark the enterprise’s 75th anniversary, and works from its corporate collection, numbering 450 painted canvases and graphic works, will be shown for the first time. The exhibition will run until October 22. ‘The idea that arose in the 1990s of creating a unique ‘painted’ chronicle of Soviet metallurgy developed into a collection of works by recognized masters of the 20th century which, this year, will be presented to the general public at the Multimedia Art Museum, Moscow,’ notes a CPRP shareholder, Andrei Komarov. ‘The works by Soviet authors, placed in the context of works created with the use of modern media technologies, demonstrate the polemic between the ‘old’ industrial and the ‘new’ post-industrial era, showing spectators how the industrial world and art itself have been transformed.’ Among the authors presented in the collection, there are names that are renowned among the general public — Aristarkh Lentulov, Alexander Labas, Moisei Feigin, Nikolai Dormidontov, Yekaterina Zernova, Pyotr Kotov, Pavel Sokolov-Skalya, Leonid Feinberg, Max Birstein and many more. The works presented at MAMM are united by a theme that is important for the art of the 20th century, industrialization, and they show the development of an entire era in Russian visual arts in the last century. At the same time, they reveal the history of Russian industry — first and foremost the metallurgy industry — as seen through the eyes of artists. The collection details the changes in artistic schools and styles in Soviet art. In the works of Olga Kolmakova, Vladimir Kuchumov, Leonid Feinberg and Yekaterina Zernova the traditions of Russian modernism of the 1920s, with its reverence for technological progress, industrialization and urbanization, are revealed. In the works of the 1930s—1950s, the socialist realist style that was obligatory in Soviet art from the beginning of the 1930s is triumphant. Thus, for example, in the pictures of Lentulov and Rubanov, the working man is transformed into a "
Multimedia Art Museum Moscow,Unifying Energy of the Atom. Russia and France On the 25th Anniversary of Rosenergoatom Concern,10.08.2017—10.09.2017,2017,pre_2022,https://mamm-mdf.ru/en/exhibitions/on-the-25th-anniversary-of-rosenergoatom-concern,"Multimedia Art Museum, Moscow | Exhibitions | Unifying Energy of the Atom. Russia and France - On the 25th Anniversary of Rosenergoatom Concern Ru Buy a ticket Museum Exhibitions biennales Books Rodchenko school Unifying Energy of the Atom. Russia and France On the 25th Anniversary of Rosenergoatom Concern 1 2 3 4 5 6 7 8 9 10 11 © Électricité de France / Bruno CONTY Bugey Nuclear Power Plant (Ain). Machine room, work on the stator. Decennial servicing © Électricité de France / Julien GOLDSTEIN Flamanville Nuclear Power Plant EPR (Manche), April 2013. Pumping station: Archimedean screw (16 metres and 6 tonnes) ensuring the upward flow of water collected in the pre-discharge structure, before its return to the sea Ivan Mikhailov Beloyarsk NPP 2017 Tim Parchikov Novovoronezh NPP 2017 Tim Parchikov Novovoronezh NPP 2017 Tim Parchikov Novovoronezh NPP 2017 Igor Vereshchagin Kursk NPP 2017 Igor Vereshchagin Kursk NPP 2017 Ivan Mikhailov Beloyarsk NPP 2017 Dmitry Lookianov Leningrad NPP 2017 Dmitry Lookianov Leningrad NPP 2017 Moscow, 10.08.2017—10.09.2017 exhibition is over Share with friends . . Close For the press On the 25th Anniversary of Rosenergoatom Concern Rosenergoatom Concern Électricité de France Unifying Energy of the Atom. Russia and France. On the 25th Anniversary of Rosenergoatom Concern Rosenergoatom, one of the largest electric power companies in the world, celebrates its twenty-fifth anniversary in 2017, and for twenty-three of those years the concern has been in close cooperation with French giant Électricité de France (EDF) in literally all aspects of nuclear power unit operations: from personnel work to the organisation of efficacious purchases, from engineering and utilisation support to nuclear risks and insurance, ensuring the safe use of atomic energy in the 21st century. For the third time Rosenergoatom marks these important events for the concern together with the Multimedia Art Museum, Moscow. As part of the celebrations for Rosenergoatom’s 25th jubilee the idea arose of creating a grandiose photo project able to reflect the scale of activity demonstrated by these leaders in the sphere of energy production. Twenty-five French and five Russian photographers were invited to participate in the project ‘Unifying Energy of the Atom. Russia and France’. The French part of the exhibition presents a series of photo reportages about the work of the largest and most modern French nuclear power plants, and also about the people who daily monitor vitally important systems at these power plants, who carry out planned repairs or modernisation of equipment and train the company personnel. The Russian photographers were given a special task. Each was dispatched on an assignment to one of Russia’s strategic atomic energy stations — the Kursk, Rostov, Leningrad, Novovoronezh and Beloyarsk plants, in order to relate their stories to exhibition visitors. Igor Vereshchagin, Timofei Parshikov, Zhenya Mironov, Ivan Mikhailov and Dmitry Lukyanov h"
Multimedia Art Museum Moscow,Moscow. Illumination. 1896-2003,21.07.2017—10.09.2017,2017,pre_2022,https://mamm-mdf.ru/en/exhibitions/moscow-en,"Multimedia Art Museum, Moscow | Exhibitions | Moscow. Illumination. 1896-2003 Ru Buy a ticket Museum Exhibitions biennales Books Rodchenko school Moscow. Illumination. 1896-2003 1 2 3 4 5 Moscow, 21.07.2017—10.09.2017 exhibition is over Share with friends . . Close With the support of Information partners General radio partners Strategic information partners Special media partner Information partners MULTIMEDIA ART MUSEUM, MOSCOW 12 a.m.–9 p.m. every day, monday closed ul. Ostozhenka, 16, Moscow, 119034 Inquiry office T: +7 (495) 637-11-00 E-mail: info@ mamm.art Press department T: +7 (495) 637-11-55 E-mail: pr@ mamm.art Event organization E-mail: event@ mamm.art Photobiennale Fashion and Style in Photography Exhibitions Auditorium Events (rus) Museum plan +7 (495) 777-77-77 priemnaja@culture.mos.ru Version for the visually impaired Information for visitors with disabilities Buy a ticket © Multimedia Art Museum, Moscow, 2026 We use cookies for two reasons: to give you a better experience of interacting with MAMМ, and to make sure that the ads you see on other sites are relevant. By continuing, you agree to the use of cookies. Read more I agree"
