museum,place,title,date_range,year,period,url,description,category
The Art Newspaper Russia,Выставки,"Модильяни, Сутина и Вламинка покажут в Музее Фаберже",02.11.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/5075,Знаменитую коллекцию Йонаса Неттера впервые выставят в России,национальное российское искусство
The Art Newspaper Russia,Выставки,Хаим Сутин. Мясо Монпарнаса,01.11.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/5064,"В Пушкинском музее открылась первая в России ретроспектива одного из самых ярких представителей Парижской школы, художника, который вдохновлялся классикой и вдохновлял модернистов — от Бэкона до Поллока и Ротко",западное искусство
The Art Newspaper Russia,Выставки,Выставки ноября в галереях Москвы,01.11.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/5062,"Батынков в VP Studio, «Контрдизайн: 70-e, 80-e» в «Палисандре», Дамир Муратов в «11.12» и другие",национальное российское искусство
The Art Newspaper Russia,Выставки,ТАСС уполномочен предъявить свой оцифрованный архив,31.10.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/5057,"В Манеже покажут полную фотоисторию страны за более чем полвека. Свыше тысячи отобранных для выставки фотографий, снятых с 1920‑х до конца 1980-х годов, — лишь малая часть 860 тыс. оцифрованных изображений из гигантского архива ТАСС",национальное российское искусство
The Art Newspaper Russia,Выставки,В Екатеринбурге распахнулись «окна в Россию» XX века,30.10.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/5051,"В арт-галерее Ельцин Центра открылась выставка «Окна в Россию. Шедевры семи поколений» с живописью и графикой из собраний Третьяковской галереи, Института русского реалистического искусства и музеев Урала",национальное российское искусство
The Art Newspaper Russia,Выставки,Три выставки недели,27.10.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/5047,"Две выставки знаменитой нью-йоркской галереи АВА в Новом Манеже, русского искусства и фотографий Михаила Барышникова, и отечественная скульптура 1918–1930-х в Третьяковской галерее",национальное российское искусство
The Art Newspaper Russia,Выставки,В Милане восстановили инсталляции Лучо Фонтаны 1950–1960-х,26.10.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/5043,"В пространстве Pirelli Hangar Bicocca реконструировали самые известные инсталляции, показанные в Художественном центре Уокера в Миннеаполисе и Стеделейк-музее в Амстердаме",западное искусство
The Art Newspaper Russia,Выставки,"Рейчел Уайтред: то же самое, но совсем другое",25.10.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/5039,"Известный скульптор, чей успех начинался в 1990-е на выставках группы «Молодые британские художники» (YBA), представила свою ретроспективную выставку в Тейт Бритен",западное искусство
The Art Newspaper Russia,Выставки,Коллекцию Иосифа Бакштейна музеефицировали,23.10.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/5032,"В Московском музее современного искусства 23 октября открывается выставка современного искусства из частной коллекции куратора, основателя и многолетнего комиссара Московской международной биеннале, директора ИПСИ Иосифа Бакштейна",западное искусство
The Art Newspaper Russia,Выставки,Русский бунт в Лондоне: в Галерее Саатчи открывается выставка о постсоветском акционизме,09.11.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/5092,"Это уже четвертая выставка, спродюсированная российским коллекционером и меценатом Игорем Цукановым",национальное российское искусство
The Art Newspaper Russia,Выставки,Юрий Репин вернулся в родные «Пенаты»,07.06.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4601,"В этом году исполнилось 140 лет со дня рождения Юрия Репина (1877–1954), единственного из четверых детей Ильи Репина, кто продолжил дело отца и стал художником. В Музее-усадьбе «Пенаты» проходит выставка его работ",национальное российское искусство
The Art Newspaper Russia,Выставки,Три выставки недели,23.06.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4679,"Персональная выставка британского архитектора Дэвида Аджайе в «Гараже», пейзажи Виктора Васнецова в московском доме-музее художника, новый видеопроект Евгения Гранильщикова на «Винзаводе»",западное искусство
The Art Newspaper Russia,Выставки,Вера Трахтенберг: «Одиночество как новое счастье»,06.06.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4597,"Куратор проекта по поддержке молодого искусства «Старт» ЦСИ «Винзавод» специально для TANR рассказывает о первой выставке сезона 2017–2018 годов, которая называется «Кафе танцующих огней»",западное искусство
The Art Newspaper Russia,Выставки,Первая большая выставка Джорджо де Кирико в России откроется в Третьяковке,20.03.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4242,"На выставке «Джорджо де Кирико. Метафизические прозрения» покажут более 100 работ предтечи сюрреализма из Великобритании, Италии, России, Франции и Швейцарии",западное искусство
The Art Newspaper Russia,Выставки,"Группировка ЗИП: безбашенные, тусовочные, пассионарные",20.03.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4230,Художники превратили Московский музей современного искусства в одну огромную инсталляцию,западное искусство
The Art Newspaper Russia,Выставки,"Огюст Роден. Экспериментатор, которому скандал открыл дорогу к славе",20.03.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4229,Ретроспектива в парижском Гран-пале к 100-летию со дня смерти мастера,западное искусство
The Art Newspaper Russia,Выставки,Они и мы: десять сюжетов выставки «Лицом к будущему»,15.03.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4176,"Три вопроса, два пути и главный урок выставки «Лицом к будущему. Искусство Европы 1945–1968» в ГМИИ. Экхарт Гиллен, один из кураторов, рассказал о концепции выставки, а мы отобрали самые впечатляющие сюжеты, ее иллюстрирующие",западное искусство
The Art Newspaper Russia,Выставки,Сорок способов завязывания галстука и другие секреты мужской красоты,14.03.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4209,Исторический музей расскажет все о русских модниках XVIII – начала ХХ века,национальное российское искусство
The Art Newspaper Russia,Выставки,Василий Баженов: готика и свобода,14.03.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4208,"Начался юбилейный год Василия Баженова. 280-летие архитектора будет отмечено грандиозной двухчастной выставкой «Готика Просвещения» в Музее архитектуры и фонде IN ARTIBUS. Сергей Хачатуров, один из кураторов проекта, рассказал о его концепции",национальное российское искусство
The Art Newspaper Russia,Выставки,Первый манифест русского хтонизма,21.03.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4245,В новой рубрике мы будем публиковать манифесты современных отечественных художников. В первом выпуске с осуждением наследников «тусовки» 1990-х и утверждением русского хтонизма выступает куратор и один из основателей Центра «Красный» Михаил Климин,национальное российское искусство
The Art Newspaper Russia,Выставки,На семи холмах российского современного искусства,13.03.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4204,"За неполных полтора года собрать выставку из 70 участников и 30 городов — в России такое под силу считаному числу культурных институций, поэтому первая Триеннале российского современного искусства, открывшаяся в музее «Гараж», уже стала событием",национальное российское искусство
The Art Newspaper Russia,Выставки,Три выставки недели,10.03.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4195,"Открывшиеся в рамках Международной биеннале «Мода и стиль в фотографии» в Мультимедиа Арт Музее, все они посвящены трем фотографам разных поколений, стран и судеб",западное искусство
The Art Newspaper Russia,Выставки,Шедевры послевоенного европейского искусства покажут в Пушкинском,06.03.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4173,Выставка «Лицом к будущему. Искусство Европы 1945–1968» в Государственном музее изобразительных искусств имени А. С. Пушкина показывает европейских послевоенных художников без принятых идеологических противопоставлении,западное искусство
The Art Newspaper Russia,Выставки,Три выставки недели,03.03.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4166,"Классики и современники Жилинский, Обросов и Рабин, объединенные в выставке РОСИЗО на ВДНХ, Москва в деталях в новом проекте Владислава Ефимова, юбилейная выставка Джакомо Кваренги в Государственном Эрмитаже",западное искусство
The Art Newspaper Russia,Выставки,Анастасия Богомолова: «Современное искусство в Челябинске — как остров в финале „Соляриса“»,02.03.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4156,"Участница триеннале в «Гараже» рассказывает об особенностях южноуральского актуального искусства, сложностях челябинской идентичности и о том, с чем должен ассоциироваться город, в котором она живет и работает",национальное российское искусство
The Art Newspaper Russia,Выставки,Сокровища Людовика Святого в Кремле,02.03.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4151,"Уникальная выставка про средневековую власть, с ее мистическими и сакральными обертонами, открылась в выставочном зале Патриаршего дворца",восточное искусство
The Art Newspaper Russia,Выставки,"Бунтари против времени — художники, поэты и их музы",02.03.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4150,Фестиваль «Мода и стиль в фотографии» на этот раз посвящен феномену времени,западное искусство
The Art Newspaper Russia,Выставки,Явление Василия Чекрыгина — своенравного дитяти русского авангарда,13.03.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4200,Выставка к 120-летию мастера — впервые в Третьяковской галерее,национальное российское искусство
The Art Newspaper Russia,Выставки,Айвазовский помог Русскому музею поставить рекорд посещаемости,21.03.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4248,"Через два дня после прошедшего 19 марта дня рождения Русского музея в Корпусе Бенуа демонтировали выставку, которая стала самой посещаемой в истории музея",национальное российское искусство
The Art Newspaper Russia,Выставки,"Софья Троценко: «""Винзавод"" — открытая площадка»",22.03.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4249,"Центру современного искусства «Винзавод» исполнилось десять лет. Его руководитель Софья Троценко — о поддержке молодых художников, взаимодействии с галереями и стиле жизни, связанном с современным искусством",западное искусство
The Art Newspaper Russia,Выставки,«Гараж» осенью превратится во вселенную Мураками,22.03.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4253,"22 марта в Гонконге команда Музея современного искусства «Гараж» и Такаси Мураками представили выставку художника, которая откроется в Москве в конце сентября",западное искусство
The Art Newspaper Russia,Выставки,Константин Сомов вернулся с маркизами,05.04.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4295,Большая выставка звезды Серебряного века открылась в петербургской KGallery. Предыдущая ретроспектива художника прошла в Русском музее полвека назад,восточное искусство
The Art Newspaper Russia,Выставки,Мода в точке перелома,04.04.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4291,"В Музее Москвы открывается обширная экспозиция «Москва. Мода и революция». Ядро выставки — это 200 платьев эпохи, из них 100 вещей происходят из личной коллекции историка моды Александра Васильева",национальное российское искусство
The Art Newspaper Russia,Выставки,Остров сокровищ: коллекция Нукуса впервые в Москве,04.04.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4289,Около 200 произведений из легендарного музея в Каракалпакии,восточное искусство
The Art Newspaper Russia,Выставки,Зинаида Серебрякова: несгибаемая гармония,03.04.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4286,"На открывающейся выставке в Третьяковке будет и та часть французского наследия художницы, которая прежде у нас не показывалась",западное искусство
The Art Newspaper Russia,Выставки,Три выставки недели,31.03.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4281,"Проект Волго-Вятского филиала ГЦСИ «Жизнь других» в Москве на Зоологической, персональная выставка российского иллюстратора Уно Моралеза, работающего в стилистике комиксов, в галерее «Триумф» и арт-группа «Синий суп» в фонде «Екатерина»",восточное искусство
The Art Newspaper Russia,Выставки,Лиричный орденоносец в Русском музее,31.03.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4280,"В залах Михайловского замка открылась выставка Георгия Верейского, приуроченная к 130-летию известного советского графика",национальное российское искусство
The Art Newspaper Russia,Рейтинг музеев,Московская выставка Ивана Айвазовского вошла в десятку самых посещаемых в мире экспозиций в прошлом году,31.03.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4279,"Третьяковка побила собственные рекорды, Эрмитаж остался на 9-м месте, а Музеи Московского Кремля вышли на 21-ю позицию в общемировом зачете",национальное российское искусство
The Art Newspaper Russia,Выставки,Загадочные элементы четвертого измерения Сальвадора Дали,31.03.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4278,Выставка главного сюрреалиста проходит в петербургском Музее Фаберже,западное искусство
The Art Newspaper Russia,Выставки,Фотографическая Одиссея длиною больше века,31.03.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4277,"Аукционный дом Phillips проведет 3–4 апреля в Нью-Йорке традиционные торги, посвященные фотографии",западное искусство
The Art Newspaper Russia,Выставки,Армянский импрессионизм в гостях у русского,31.03.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4276,В Музее русского импрессионизма открылась выставка произведений из Национальной галереи Армении и Музея русского искусства в Ереване. В экспозиции представлено 58 работ более чем 20 армянских художников,национальное российское искусство
The Art Newspaper Russia,Выставки,Еврейский музей снова в авангарде: вторая часть большого проекта,30.03.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4273,Неизвестные произведения и имена русских авангардистов из региональных музеев,национальное российское искусство
The Art Newspaper Russia,Реставрация,Фрески замерли в падении,29.03.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4268,"Выставка, открывающаяся 30 марта в Центре имени Грабаря, посвящена росписям церкви Успения Богородицы XV века в селе Мелётово под Псковом",национальное российское искусство
The Art Newspaper Russia,Выставки,Камилла Нормент: «Музыка может путешествовать во времени»,28.03.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4264,"Норвежская художница в 2018 году покажет персональный проект в Пушкинском музее, а пока что выступила там в рамках проекта «Дом впечатлений» со своим трио. Мы расспросили ее о концептуализме, Просвещении, Средневековье, саунд-арте и mp3",западное искусство
The Art Newspaper Russia,Выставки,Мужская красота в деталях,28.03.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4263,"Наталья Виноградова, куратор выставки «Красавец мужчина. Русский модник середины XVIII — начала XX века», которая проходит сейчас в Государственном историческом музее, рассказала TANR о тайнах мужской красоты минувших веков",национальное российское искусство
The Art Newspaper Russia,Выставки,"«Люди все еще не знают и не понимают, что русское искусство ХХ века — это именно то, чем можно и нужно гордиться»",23.03.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4236,"Зельфира Трегулова, директор Государственной Третьяковской галереи, рассказала о том, что музей предпринимает для повышения посещаемости залов на Крымском Валу",национальное российское искусство
The Art Newspaper Russia,Выставки,Комиксы гекзаметром: Георгий Литичевский в Государственном музее современного искусства в Салониках,01.03.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4145,"В Греции завершилась выставка «Гипотетические танцы» Георгия Литичевского. На финисаже, где герой вечера танцевал с крокодилом, побывала главный редактор The Art Newspaper Russia Милена Орлова",восточное искусство
The Art Newspaper Russia,Выставки,На вернисаже выставки «Коллекция+» в Центре Помпиду было многолюдно,01.03.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4143,27 февраля открылась расширенная версия экспозиции российского искусства. Фонды музея пополнились произведениями современных художников из России,национальное российское искусство
The Art Newspaper Russia,Выставки,В Русском музее открывается первая выставка Виктора Борисова-Мусатова и художников «Голубой розы»,01.03.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4142,"В Петербурге покажут русских символистов, ставших предвестниками авангарда",национальное российское искусство
The Art Newspaper Russia,Выставки,"Человек, который продавал друзей: Пикассо, Матисса, Брака и Леже",01.03.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4141,В Музее Майоля открывается выставка о жизни и коллекции Поля Розенберга,западное искусство
The Art Newspaper Russia,Выставки,Три выставки недели,03.02.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4038,"Неофициальное искусство Ленинграда-Петербурга на примере семьи художников Шагиных в Центре дизайна Artplay, авторская выставка Дмитрия Иконникова в галерее Artstory, вариации на тему автопортрета японца Ясумасы Моримуры в ГМИИ им. Пушкина",национальное российское искусство
The Art Newspaper Russia,Выставки,Все грани творческого простодушия,02.02.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4031,"Наивное искусство давно перестало считаться маргинальным явлением, но серьезные масштабные проекты ему по-прежнему посвящают нечасто",западное искусство
The Art Newspaper Russia,Выставки,Театр-трактор приехал в «Ударник»,01.02.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4024,"Фотопроект Сергея Сапожникова The Drama Machine, посвященный зданию театра в Ростове-на-Дону, показывают в Москве",национальное российское искусство
The Art Newspaper Russia,Выставки,Кинетическая энергия передалась Владивостоку,30.01.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4015,"Работы Казимира Малевича, Александра Родченко, Франсиско Инфанте, Паши 183 и еще более 40 художников покажут в центре современного искусства «Заря»",западное искусство
The Art Newspaper Russia,Выставки,Выставка влюбленного Пабло Пикассо пройдет весной в Tate Moder,30.01.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4014,"В экспозицию «Пикассо 1932 – Любовь, слава, трагедия» войдут самые знаменитые полотна художника, вдохновленного романом с Марией-Терезой Вальтер",западное искусство
The Art Newspaper Russia,Выставки,Главные фотовыставки в ожидании весны,30.01.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4013,"27 января в Москве стартовала 10-ая Международная Биеннале «Мода и стиль в фотографии 2017». Мы выбрали самые интересные московские фотовыставки, которые помогут дожить до потепления",западное искусство
The Art Newspaper Russia,Выставки,Забытую ученицу Репина показывают в Музее русского импрессионизма,27.01.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4008,Елена Киселева несправедливо выпала из истории русского искусства,национальное российское искусство
The Art Newspaper Russia,Выставки,Три выставки недели,27.01.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4007,"«Образ Флоры» в Третьяковской галерее, бисер в произведениях декоративно-прикладного и изобразительного искусства в Историческом музее, а так же выставка, посвященная фильмам Федерико Феллини в петербургском музее «Эрарта»",западное искусство
The Art Newspaper Russia,Выставки,Оружие вероятного противника,23.01.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/3989,"В петербургском Центральном выставочном зале «Манеж» открылась выставка «Китайская армия», показывающая работы художников из Института искусств Народно-освободительной армии Китая",восточное искусство
The Art Newspaper Russia,Выставки,Фотошоп и живопись в работах Семена Файбисовича,23.01.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/3988,Две новые серии знаменитого фотореалиста в Музее Москвы,национальное российское искусство
The Art Newspaper Russia,Выставки,Три выставки недели,20.01.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/3982,"Французский фотограф Филипп Шансель в Мультимедиа Арт Музее, метаморфозы отечественного портрета за 100 лет на ВДНХ, мастер городских видов XIX века Василий Садовников в Музее истории Санкт-Петербурга",западное искусство
The Art Newspaper Russia,Выставки,Самые ожидаемые выставки 2017 года в мире,19.01.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/3979,"Абу-Даби, Берлин, Венеция, Лондон, Лос-Анджелес, Нью-Йорк, Париж, Сан-Франциско — чем удивят зрителей ведущие музеи мира",западное искусство
The Art Newspaper Russia,Выставки,Самые ожидаемые выставки 2017 года,13.01.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/3962,"Гойя, Дали, Климт, Шиле, Тициан, Гауди, Мураками, Каттелан: редакция The Art Newspaper Russia выбрала самые интересные выставки нового года в Москве и Санкт-Петербурге, которые вы наверняка не захотите пропустить",западное искусство
The Art Newspaper Russia,Выставки,Открывается фестиваль «Скульптурные проекты» в Мюнстере,07.06.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4600,"Объект, инсталляция, «цифра», перформанс — и все это скульптура на уникальном, проходящем раз в десять лет фестивале в Германии",западное искусство
The Art Newspaper Russia,Выставки,Три выставки недели,13.01.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/3960,"Классик отечественной скульптуры Аделаида Пологова в Третьяковской галерее, юбилейная выставка Юрия Норштейна в Галерее на Солянке, французское искусство из собрания князей Юсуповых в Эрмитаже",западное искусство
The Art Newspaper Russia,Выставки,Очеловеченная геометрия Эдуарда Штейнберга,06.02.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4045,Выставка к 80-летию художника в Московском музее современного искусства,национальное российское искусство
The Art Newspaper Russia,Выставки,"Гари Татинцян: «99% искусства, которое показывается в музеях, продается на аукционах, просто плохое»",05.04.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4296,"Дилер современного искусства, владелец галерей в Нью-Йорке и Москве откровенно рассказал о своем бизнесе, инвестициях в искусство и о том, чего не хватает отечественным художникам",западное искусство
The Art Newspaper Russia,Выставки,Красная революция дотянулась до Лондона и Нью-Йорка,09.02.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4060,"Выставка в лондонской Королевской академии художеств, открывающая сезон мировых блокбастеров, посвященных русской революции, открылась с большим шумом. Параллельно коллекцию русского авангарда показывают в нью-йоркском МоМА",западное искусство
The Art Newspaper Russia,Выставки,Ветер перемен в кадрах Игоря Мухина,13.02.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4073,К 55-летию мастера Мультимедиа Арт Музей подготовил выставку его самых известных фотографий 1980–1990-х годов,западное искусство
The Art Newspaper Russia,Выставки,"Хокни — всегда Хокни. Что ни выставка, то суперхит",01.03.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4140,"Ретроспектива Дэвида Хокни, открывшаяся в Тейт Бритен в феврале, бьет рекорды по посещаемости. Еще до открытия выставки было распродано 20 тыс. билетов",западное искусство
The Art Newspaper Russia,Выставки,Борьба полов: битва продолжается?,28.02.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4098,"В Художественном музее Штеделя открылась выставка о роли женщины в истории искусства. Среди экспонатов – работы Фриды Кало, Ханны Хёх и Алис Ги Блаше",западное искусство
The Art Newspaper Russia,Выставки,«Девушка с анемонами» и другие шедевры большой аукционной недели Christie’,27.02.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4096,"Последний раз картина Матисса была продана за £5 млн, сейчас цена не оглашается",западное искусство
The Art Newspaper Russia,Выставки,От Тихого океана до Атлантики. В Мюнхене проходит выставка послевоенного искусства,22.02.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4099,Дом искусства подготовил масштабный проект о влиянии Второй мировой на мировоззрение художников всего мира,западное искусство
The Art Newspaper Russia,Выставки,Союз нерушимый,21.02.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4117,Санкт-Петербургский союз художников отметил свое 85-летие выставкой в Манеже в традициях 40-летней давности,национальное российское искусство
The Art Newspaper Russia,Выставки,"Раушенберг: «Искусство — это все, что попадает под руку»",21.02.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4101,В Тейт Модерн покажут первую с 1981 года ретроспективу «наследника Марселя Дюшана»,западное искусство
The Art Newspaper Russia,Выставки,Первая в Европе ретроспектива Марины Абрамович открылась в Стокгольме,20.02.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4114,"В Музее современного искусства зрителей ждут не выставлявшиеся прежде ранние работы художницы, а также новый, грандиозный перформанс",западное искусство
The Art Newspaper Russia,Выставки,«Страшный суд» Луки Лейденского на время переехал,20.02.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4097,"За последние 450 лет алтарный триптих «Страшный суд» (1526–1527) Луки Лейденского лишь дважды покидал Лейден, так что его показ в Рейксмузеуме — событие, ставшее возможным из-за того, что музей «Де Лакенхал» в Лейдене, где он хранится, закрылся на реконструкцию",западное искусство
The Art Newspaper Russia,Выставки,Младший в семье импрессионистов: безмятежный Фредерик Базиль,16.02.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4102,Работы погибшего в 28 лет художника показывают в Музее Орсе,западное искусство
The Art Newspaper Russia,Выставки,"Игорь Мухин: «Нужно находить модель, которая не боится показать свое тело»",15.02.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4092,"С фотографом, преподавателем Школы Рoдченко, чья выставка в рамках биеннале «Мода и стиль в фотографии» скоро откроется в Москве, мы поговорили о том, что такое авторский стиль, о цене фотографии и об обнаженной натуре в искусстве",западное искусство
The Art Newspaper Russia,Выставки,Ожившая сказка Екатерины Великой,15.02.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4091,"Выставка в Малом дворце музея-заповедника ""Царицыно"" посвящена неоконченной пьесе императрицы ""Чесменский дворец"", сюжет которой не уступает лучшим образцам готического романа",западное искусство
The Art Newspaper Russia,Выставки,Шедевры выставочного дела,14.02.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4083,Мы вспомнили самые яркие выставки в России и за рубежом за пять лет существования газеты. Многие из них хочется посетить хотя бы еще раз – от Караваджо в Пушкинском до постпоп-арта в Галерее Saatchi,западное искусство
The Art Newspaper Russia,Арт-рынок,«Концерт» Челищева в Петербурге,13.02.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4079,"Петербургская KGallery показывает отечественному зрителю полотно «Концерт» Павла Челищева, приобретенное за рекордную сумму в прошлом году на аукционе Christie's, как выясняется, российским коллекционером",национальное российское искусство
The Art Newspaper Russia,Выставки,Фонд V-A-C в авангарде революции,13.02.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4077,"Выставка «пространство сила конструкция», посвященная 100-летию Октябрьской революции 1917 года, откроется 13 мая в Палаццо на Дзаттере — новой площадке фонда V–A–C в венецианском порту. Современные художники выстроят параллели наследию советского авангарда",западное искусство
The Art Newspaper Russia,Выставки,Оттепель – фантастический эксперимент,13.02.2017,2017,pre_2022,https://www.theartnewspaper.ru/posts/4075,Сразу три ведущих московских музея с участием еще трех десятков других организаций решили вспомнить переломную для СССР хрущевскую эпоху,национальное российское искусство
